"Type","Category","Message"
"fraud","Lottery Scam","Congrats! You've won Rs. 5 lakhs in our lottery! Claim now before it's too late: http://claim.lottery-rewards.in or call 1800-555-1234. Hurry!"
"normal","Entertainment","Hey, did you see the trailer for the new action movie? Looks epic! Wanna catch it this weekend?"
"normal","Family","Hey, let’s catch up this weekend. Miss you all!"
"normal","Delivery Update","Hey, your package is on its way! Expect delivery by tomorrow evening. Thanks for choosing us!"
"normal","Sports","Hey, did u catch the football game last night? That last-minute goal was insane!"
"normal","Education","Hey, reminder that the project deadline is tomorrow. Let’s finish strong!"
"fraud","Impersonation","Hi, it’s your boss. Urgent: I need $300 in gift cards for a client. Buy now and send codes ASAP. Confirm at http://verify.teamworksecure.org"
"normal","Education","Hey, the lecture notes are uploaded on the portal. Check them out before class tomorrow!"
"normal","Service Inquiry","Hey, just wanted to check if you provide home delivery for orders? Let me know! Thanks!"
"fraud","Service Fraud","Urgent: Your bank account is at risk! Verify now to avoid suspension: http://secure.india-bankverify.com or call 1800-555-1234 immediately!"
"normal","Entertainment","Hey, the new superhero movie drops this weekend! Wanna catch it together?"
"normal","Service Inquiry","Hey, can you tell me if you provide home delivery for orders? Thanks!"
"fraud","Investment Scams","Urgent! Double your investment in 7 days with our exclusive crypto plan. Don’t miss out! Click now: http://fastwealth-crypto.com Call: 1800-555-0123"
"normal","Service Inquiry","Hi, can you tell me if you provide home delivery services? Thanks!"
"fraud","Identity Theft","Urgent! Your bank account is at risk. Verify your identity now at http://secure.india-bankverify.com or call 1800-555-1234 immediately!"
"fraud","Loan Scam","Urgent! Get a loan of Rs. 10 lakhs today! Low EMI. Approve now at http://fastloan.sbi-secure.net or call 9876543210. Don't miss out!"
"fraud","Subscription Scam","Urgent! Your Hulu subscription will expire today. Renew now for $9.99 or lose access. Click: http://update.hulu-secure-renewal.com Call: 1-800-555-1234"
"normal","Education","Hey, reminder that the library study session is on tonight at 6 PM. See you there!"
"fraud","Financial Fraud","Urgent! Your account is at risk. Verify your bank details now to avoid suspension: http://secure.sbi-protect.com or call 1800-555-0123 immediately!"
"fraud","Job Offer Scam","URGENT! Job Offer: Earn $800/week from home. No skills needed. Apply now at http://quickhire.workfast.org or call 1-800-555-0123. Hurry, spots limited!"
"normal","Entertainment","Hey, the new season of [TV show] just dropped! Wanna watch it together this weekend?"
"normal","Family","Hey fam, let’s plan a movie night this weekend. Thoughts?"
"normal","Sports","Hey, did u catch the game last night? That last goal was insane!"
"normal","Recreation","Hey, wanna join me for a bike ride this Sunday? Found an awesome trail nearby!"
"fraud","Impersonation","Hi, it’s Mike from HR. Urgent: Verify your payroll details to avoid payment delay. Click now: http://secure.payroll-check.org or call 1-800-555-0192."
"normal","Service Inquiry","Hey, do you guys provide home delivery for orders? Let me know! Thanks!"
"normal","Social","Hey, wanna grab lunch tomorrow? I’m free around 1 PM if you are!"
"normal","Service Inquiry","Hey, just checking if you provide home delivery for orders. Can you confirm? Thanks!"
"fraud","Financial Fraud","URGENT: Your bank account is at risk! Verify your identity now to avoid suspension. Click: http://secure.banksafe-check.com or call 1-800-555-0123."
"normal","Family","Hey, just checking in! Let’s plan a family movie night this weekend. Thoughts?"
"normal","Sports","Hey, wanna catch the football match tonight? Should be a great game!"
"normal","Recreation","Hey, wanna join me for a quick bike ride around the lake tomorrow morning? Should be fun!"
"normal","Recreation","Hey, wanna join me for a quick bike ride this evening? There’s a cool trail nearby!"
"fraud","Impersonation","Hi, it’s your boss, Mark. Urgent: Need you to buy $300 in gift cards for a client. Send codes now at http://secure.giftcard-verify.com. Hurry!"
"normal","Family","Hey fam, let’s catch up this weekend at home. Miss you all!"
"fraud","Financial Fraud","URGENT: Your account has a suspicious charge of $750. Verify now to avoid closure: http://secure.bank-alerts.net or call 1-800-555-0123 immediately!"
"normal","Work Update","Heads up, team meeting tomorrow at 10 AM. See you there!"
"fraud","Fake Delivery Scam","USPS Alert: Your package delivery failed due to unpaid fees. Pay $3.99 now to avoid return at http://usps-securepay.org or call 1-800-555-0123 urgently!"
"normal","Family","Hey fam, wanna grab pizza tonight? I’m free after 6 PM. Let me know! 😊"
"fraud","Impersonation","Hi, it’s John from HR. Urgent: Verify your payroll details to avoid suspension. Click now: http://secure.payroll-check.org or call 1-800-555-1234."
"normal","Family","Hey fam, let’s catch up this weekend. Miss you all!"
"fraud","Tech Support Scam","Urgent! Your device is at risk of a virus. Call Tech Support now at 1-800-555-0199 or click http://safe.techfix-online.com to secure it immediately!"
"normal","Work Update","Hey team, just a heads-up, our weekly update meeting is now at 10 AM tomorrow. See you there!"
"fraud","Financial Fraud","URGENT: Your bank account is at risk! Verify your identity now at http://secure.bank-alerts.com or call 1-800-555-0123 to avoid suspension. Act fast!"
"fraud","Job Offer Scam","URGENT! Job offer: Earn $800/day from home. No skills needed. Apply now or miss out! Click: http://fastjob.hirequick.org Call: 555-0123"
"normal","Delivery Update","Hey, your order is out for delivery! Expect it to arrive by end of day. Thanks for choosing us!"
"normal","Travel","Hey, just booked our tickets to Kerala for next week. Super excited! Let me know if u wanna add anything to the plan."
"fraud","Phishing","Urgent: Your SBI account shows unusual activity. Verify immediately at http://secure.sbi-checknow.com or risk suspension! Call 1800-555-1234 now."
"normal","Family","Hey fam, let’s plan a movie night this weekend. What do ya think?"
"normal","Social","Hey, saw your latest pic on Insta, looks amazing! Let’s hang out soon, you free this week?"
"normal","Education","Hey, reminder that the library study session is tonight at 6 PM. See you there!"
"normal","Delivery Update","Hey, your package is out for delivery! Expect it to arrive by end of day. Thanks for choosing us!"
"fraud","Impersonation","Hi, it’s your boss, Mark. Urgent: Need $300 in gift cards for a client now. Buy and send codes ASAP via http://secure.giftcard-verify.com. Hurry!"
"normal","Work Update","Hey, just a reminder to update your timesheet by tonight. Thanks!"
"fraud","Emotional Manipulation","Hi Mom, it’s urgent. I’m in trouble and need Rs. 10,000 for an emergency. Please send it now via http://secure.family-help.in. I’m scared."
"fraud","Loan Scam","Urgent! Get a loan of Rs. 10 lakhs today! Limited offer. Click now: http://fastloan.sbi-secureapply.org or call 9876543210. Don't miss out!"
"fraud","Service Fraud","Urgent! Your bank account is at risk. Verify now to avoid suspension: http://secure.indbank-check.com or call 1800-555-0123 immediately!"
"fraud","Identity Theft","Urgent! Your bank account is at risk. Verify your identity now at http://secure.bank-auth.in or call 1800-555-0123 to avoid suspension! Act fast!"
"normal","Entertainment","Hey, the new action movie is out this weekend. Wanna catch it together?"
"normal","Social","Yo, wanna grab lunch tomorrow? Thinking around 1 PM if you’re free!"
"normal","Delivery Update","Hey, your order is on its way! Expect delivery by tomorrow evening. Thanks for choosing us!"
"fraud","Impersonation","Urgent: This is your bank. Account issue detected. Secure it now at http://verify.sbi-accountsafe.com or call 1800-555-1234 immediately!"
"fraud","Phishing","Urgent: Suspicious activity on your HDFC account! Secure it now at http://hdfc-securelogin.com or call 1800-123-4567. Act fast to avoid loss!"
"fraud","Identity Theft","Urgent! Your bank account is at risk. Verify your identity now at http://secure.bank-protect.in or call 1800-555-0123. Don’t ignore this!"
"normal","Sports","Hey, wanna catch the football game tonight? Should be a good one!"
"fraud","Job Offer Scam","URGENT! Work-from-home job, $600/day. No skills needed. Apply NOW before spots fill: http://quickhire.jobsfast.org or call 1-800-555-0123!"
"fraud","Impersonation","IRS Urgent Alert: Unpaid taxes detected. Avoid penalties, pay now at http://secure.irs-settledebt.com or call 1-800-555-0123 immediately!"
"fraud","Service Fraud","Urgent! Your bank account is at risk. Verify now to avoid suspension: http://secure.bankalert-india.com or call 1800-123-4567 immediately!"
"fraud","Emotional Manipulation","Grandma, it’s me. I’m in trouble after a crash and need $800 for medical bills urgently. Please send to http://help-familycare.org now!"
"normal","Work Update","Heads up, team meeting at 10 AM tomorrow. See you there!"
"fraud","Tech Support Scam","Urgent: Your device is at risk! Virus detected. Call Tech Support now at 1-800-555-0123 or visit http://fixmydevice-tech.com to secure it!"
"normal","Recreation","Hey, wanna join me for a bike ride this Sunday? Found a cool route by the lake!"
"fraud","Job Offer Scam","URGENT! Earn $800/day from home. No skills needed. Limited spots! Apply now at http://quickhire.workfast.org or call 1-800-555-0123. Hurry!"
"fraud","Tech Support Scam","Urgent: Your device is at risk of a virus! Secure it now at http://techfix-protec.com or call 1-800-555-0123 immediately to avoid data loss!"
"normal","Recreation","Hey, wanna join me for a quick bike ride this evening? Let’s hit the park trails!"
"fraud","Lottery Scam","Congrats! You've won Rs. 5 lakhs in our lottery! Claim now before it expires: http://win.lottery-prize.org or call 9876543210. Hurry!"
"fraud","Lottery Scam","Congrats! You've won Rs. 5 lakhs in our Grand Lottery! Claim now before it expires: http://win.lottery-rewards.org or call 9876543210. Hurry!"
"normal","Family","Hey fam, movie night at my place this Friday. Be there by 8!"
"fraud","Loan Scam","Urgent! Get a loan of Rs. 10 lakhs today. Limited offer! Click now: http://fast.loan-secureindia.net or call 9876543210. Don’t miss out!"
"fraud","Service Fraud","Urgent! Your bank account is at risk. Verify now to avoid suspension: http://secure.indbank-check.com or call 1800-555-1234 immediately!"
"normal","Education","Hey, reminder that the library session is on tomorrow at 3 PM. See u there!"
"fraud","Identity Theft","Urgent! Your identity is at risk. Verify your details now at http://secure.id-protect.in or call 1800-555-1234. Act fast to avoid account suspension!"
"normal","Education","Hey, don’t forget the project deadline is this Friday. Let’s meet up tomorrow to finalize everything!"
"fraud","Tech Support Scam","Urgent! Your device is at risk of a virus. Secure it now at http://techsafe-guard.net or call 1-800-555-0123 immediately to prevent data loss!"
"fraud","Fake Delivery Scam","Urgent: Your package delivery failed due to an address error. Update now to avoid return: http://verify.postaltrack-india.com or call 1800-555-0123!"
"normal","Travel","Hey, just a heads-up, my flight to London is on time. Landing at 3 PM. Can’t wait to explore! Let me know if you need anything."
"fraud","Investment Scams","Urgent! Double your investment in 7 days with our exclusive crypto plan. Act now at http://fastwealth-crypto.com or miss out! Call 1-800-555-0123."
"normal","Social","Hey, wanna grab lunch tomorrow? I’m free around 1 PM if that works for you!"
"fraud","Fake Delivery Scam","USPS Alert: Your package is delayed due to an address error. Update now to avoid cancellation: http://usps-fixaddress.com or call 1-800-555-0123 urgently!"
"fraud","Lottery Scam","Congrats! You've won Rs. 5 lakhs in our lottery! Claim now before it expires: http://claim.lottery-wins.org or call 9876543210. Hurry!"
"normal","Work Update","Hey, just a heads-up, the team meeting is now at 11 AM tomorrow. See you there!"
"normal","Service Inquiry","Hi, do you provide home delivery for orders? Let me know! Thanks!"
"fraud","Phishing","Urgent: Your HDFC account is at risk due to unusual activity. Verify now to secure it: http://hdfc-secure-login.com or call 1800-123-4567 immediately!"
"normal","Sports","Hey, wanna catch the football match tonight? It’s gonna be epic! Let me know!"
"fraud","Job Offer Scam","URGENT! Work-from-home job, $600/day. No skills needed. Apply NOW or miss out: http://fastcareers-online.net Call 1-800-555-1234 for details!"
"fraud","Tech Support Scam","Urgent! Your device is at risk of a virus. Secure it now at http://techfix-support247.com or call 1-800-555-0123 immediately! Don't wait!"
"normal","Recreation","Hey, wanna join me for a quick bike ride this evening? There’s a cool route by the lake!"
"normal","Entertainment","Hey, there’s a cool new movie out this weekend. Wanna catch it together?"
"fraud","Service Fraud","Urgent! Your bank account is at risk. Verify now to avoid suspension: http://secure.axisbank-check.com or call 1800-555-1234 immediately!"
"normal","Work Update","Hey team, just a heads-up, our next team meeting is set for tomorrow at 10 AM. See you there!"
"fraud","Tech Support Scam","Urgent! Your device is at risk of a virus. Call Tech Support now at 1-800-555-0199 or visit http://fixmyphone-tech.com to secure it! Act fast!"
"fraud","Loan Scam","Urgent! Get a loan of Rs. 10 lakhs today. Limited offer! Apply now at http://fast.loan-secure.indiafin.com or call 9876543210. Hurry, don’t miss out!"
"fraud","Job Offer Scam","URGENT! Dream job awaits! Earn $800/day from home. No exp needed. Apply now at http://quickhire.workfromhome247.com or call 1-800-555-0123! Hurry!"
"fraud","Subscription Scam","Your Amazon Prime subscription is expiring today! Renew now for $12.99 or lose access. Click: http://prime-renewal-amazon.com Urgent!"
"fraud","Investment Scams","Urgent! Secure your $50K investment bonus now! Only 24 hrs left. Click: http://invest.sbi-quickgain.com or call 1800-555-0123 to confirm! Hurry!"
"fraud","Loan Scam","Urgent! Get a loan of Rs. 10 lakhs today! Limited offer. Click now: http://fastloan.sbi-secureverify.co.in or call 9876543210. Hurry, offer ends soon!"
"fraud","Emotional Manipulation","Grandma, it’s me. I’m in trouble and need $800 for emergency surgery. Please send now via http://helpfamily-funds.org or call 555-010-9999. Hurry!"
"normal","Entertainment","Hey, did you catch the new [band name] album drop? It’s fire! Let me know what you think! 🎶"
"fraud","Impersonation","Hi, it’s John from HR. Urgent: Verify your payroll details to avoid suspension. Click now: http://verify.payrollsecure.org or call 1-800-555-0123."
"fraud","Lottery Scam","Congrats! You've won Rs. 5 lakhs in our lottery draw! Claim now before it expires: http://win.lottery-prize.org or call 9876543210. Hurry!"
"fraud","Phishing","Urgent! Your SBI account shows suspicious activity. Secure it now at http://secure.sbi-verify.com or call 1800-555-1234 immediately!"
"fraud","Subscription Scam","Your Prime subscription is expiring today! Renew now for $12.99 or lose access. Click: http://renew.prime-membership.org Urgent!"
"fraud","Service Fraud","Urgent! Your bank account is at risk. Verify now to avoid suspension: http://secure.india-bankverify.com or call 1800-123-4567 immediately!"
"fraud","Emotional Manipulation","Hey Mom, it’s me. I’m in trouble and need $800 urgently for legal fees. Please click http://urgenthelp.familyaid.net to send money now. Hurry!"
"normal","Delivery Update","Hey! Your package is on its way and should be with you by tomorrow. Thanks for choosing us!"
"fraud","Phishing","Urgent: Suspicious activity on your HDFC account. Secure it now at http://hdfc-secure-login.net or call 1800-123-4567. Act fast to avoid suspension!"
"fraud","Investment Scams","Urgent! Double your investment in 24 hrs! Click now to secure your spot: http://invest.quick-gainz.com or call 1-800-555-0123. Don’t miss out!"
"normal","Delivery Update","Hey, your order is on its way! Expect delivery by tomorrow. Thanks for choosing us!"
"fraud","Subscription Scam","Your Prime subscription is expiring today! Renew now for $9.99 or lose access. Click urgently: http://renew.prime-account.org"
"fraud","Tech Support Scam","Urgent! Your device is at risk of a virus. Call Tech Support now at 1-800-555-0123 or visit http://fixmydevice-tech.com to secure it immediately!"
"fraud","Subscription Scam","Your Prime subscription is expiring today! Renew now to avoid losing access. Click: http://renew.prime-account.org or call 1-800-555-0123 urgently!"
"fraud","Financial Fraud","URGENT: Your account has a suspicious charge of $750. Verify now to prevent fraud at http://secure.bank-alerts.net or call 1-800-555-0123 immediately!"
"normal","Work Update","Hey, just a heads-up, our team meeting is tomorrow at 10 AM. See you there!"
"normal","Travel","Hey, just booked our tickets to Bali for next week! Super excited. Let me know if u need help with anything."
"normal","Sports","Hey, did you catch the game last night? Epic comeback! Wanna grab a drink and talk about it later?"
"normal","Delivery Update","Hey, your package from us is on the way! Expect delivery by tomorrow evening. Thanks for choosing us!"
"fraud","Emotional Manipulation","Hey Mom, I’m in trouble! Got into an accident and need $800 for medical bills urgently. Please send to http://helpnow.emergency-aid.net. Help me!"
"normal","Education","Hey, reminder that the library workshop on research skills is tomorrow at 3 PM. See you there!"
"fraud","Investment Scams","Urgent! Invest now & triple your money in 3 days! Limited spots. Click http://fastwealth-invest.com or call 1-800-555-0123 to secure your future! Hurry!"
"fraud","Emotional Manipulation","Hi Mom, I’m in trouble! Got arrested and need $800 for bail urgently. Please click http://urgent.bail-help.org to send money now. Help me!"
"normal","Travel","Hey, just packed for our beach trip to Bali! Super excited. Let me know if you’re good to go."
"fraud","Financial Fraud","URGENT: Your account shows a suspicious $750 charge. Verify now to avoid fraud at http://secure.bankalert-check.com or call 1-800-555-0123 immediately!"
"fraud","Tech Support Scam","Urgent! Your device is infected with a virus. Call Tech Support now at 1-800-555-0192 or click http://fixmydevice-secure.com to resolve immediately!"
"fraud","Impersonation","Hi, it’s John. Urgent! I need you to transfer $1000 for a client deal. Click here to proceed: http://secure.transact-now.org or call 1-800-555-1234. Hurry!"
"fraud","Phishing","Urgent: Suspicious login on your SBI account. Secure it now at http://secure.sbi-verify.com or call 1800-555-1234. Act fast to avoid loss!"
"fraud","Tech Support Scam","Urgent: Your device is infected with a virus! Call Tech Support now at 1-800-555-0123 or visit http://fixmydevice-tech.com to secure it! Act fast!"
"fraud","Investment Scams","Urgent! Double your investment in 48 hrs! Limited spots. Claim now at http://fastprofit-invest.com or call 1-800-555-0123. Don’t miss out!"
"fraud","Subscription Scam","Your Amazon Prime subscription is expiring today! Renew now for just $12.99 or lose access. Click: http://prime-renewal-offer.com Urgent!"
"normal","Entertainment","Hey, the new season of [TV show] just dropped! Have you started watching it yet? Let me know what you think!"
"normal","Service Inquiry","Hi, do you provide home delivery for your products? I’d like to place an order if possible. Thanks!"
"fraud","Financial Fraud","URGENT: Your account is at risk! Verify your bank details now to avoid suspension at http://secure.bankalert-india.com or call 1800-555-0123 immediately!"
"normal","Service Inquiry","Hi, do you provide home delivery services? I’d like to know more about it. Thanks!"
"normal","Travel","Hey, just booked our tickets to Bali for next week! Super excited. Let me know if you’re good with the dates."
"fraud","Tech Support Scam","Urgent! Your device is infected with a virus. Call Tech Support now at 1-800-555-0123 or visit http://fixmyphone-tech.com to secure it before data loss!"
"normal","Work Update","Hey team, just a heads-up—our weekly update meeting is tomorrow at 10 am. See you there!"
"fraud","Identity Theft","Urgent! Your identity is at risk. Verify your details now to secure your account: http://secure.id-protect.in or call 1800-555-0123 immediately!"
"fraud","Loan Scam","Urgent! Get a loan of Rs. 10 lakhs today. Limited offer! Click now: http://fastcash.loan-secure.in or call 9876543210. Don’t miss out!"
"normal","Sports","Hey, wanna catch the football match tonight? It’s gonna be epic!"
"fraud","Lottery Scam","Congrats! You’ve won Rs. 5 lakhs in our lottery! Claim now before it’s gone: http://claim.lotterywinz.org or call 9876543210. Hurry!"
"fraud","Phishing","Urgent: Suspicious activity on your HDFC account! Verify now at http://secure.hdfc-check.com or call 1800-123-4567 to avoid suspension. Act fast!"
"fraud","Impersonation","Urgent: This is your bank. Account issue detected. Verify now to avoid suspension: http://secure.bankverify-online.com or call 1-800-555-0123 ASAP!"
"normal","Education","Hey, just a reminder that our group project is due on Friday. Let’s meet up tomorrow to finalize it!"
"fraud","Identity Theft","Urgent! Your bank account is at risk. Verify your identity now at http://secure.indbank-check.com or call 1800-555-0123 to avoid suspension!"
"fraud","Investment Scams","Urgent! Double your investment in 7 days with our crypto fund. Don’t miss out! Click now: http://fastwealth-crypto.net or call 1800-555-0123!"
"normal","Recreation","Hey, wanna join me for a bike ride this Sunday? There’s a cool trail nearby!"
"fraud","Tech Support Scam","Urgent: Your device is at risk! Virus detected. Click http://techsafe-protect.com to secure it now or call 1-800-555-0199 for immediate help! Hurry!"
"fraud","Job Offer Scam","URGENT! $600/day remote job offer. No exp needed. Secure your spot now at http://join.fastworkonline.org or call 1-800-555-0123. Hurry, limited slots!"
"normal","Travel","Hey, just booked our tickets to Kerala for next weekend. Super excited! Let me know if you’re good with the dates."
"normal","Education","Hey, reminder to submit your project by Friday. Let’s ace this together!"
"normal","Work Update","Hey team, just a heads-up, the client call is set for tomorrow at 10 am. Be ready!"
"normal","Recreation","Hey, wanna join me for a bike ride this Sunday? Found an awesome trail nearby!"
"fraud","Identity Theft","Urgent! Your identity is at risk. Verify your details now to secure your account: http://safe.id-protect.in or call 1800-555-1234 immediately!"
"normal","Social","Hey, wanna grab lunch tomorrow? I’m free around 1 PM if that works for you!"
"normal","Family","Hey fam, let’s catch up this weekend at my place. See you all there!"
"fraud","Fake Delivery Scam","Urgent: Your FedEx package is on hold due to a missing fee. Pay $3.50 now to avoid cancellation: http://fedex-securepay.org or call 1-800-555-0123."
"normal","Sports","Hey, wanna catch the soccer match tonight? It’s gonna be epic!"
"fraud","Investment Scams","Urgent! Invest now & triple your money in 3 days with our exclusive plan. Limited spots! Click http://invest.quickgainz.net or call 1-800-555-0123! Hurry!"
"fraud","Financial Fraud","Urgent: Unauthorized charge of $750 detected on your account! Verify now at http://secure.bank-alerts.com or call 1-800-555-1234 to secure your funds!"
"normal","Travel","Hey, just confirmed our tickets to Bali for next week. Super excited! Let me know if you’re good with the dates."
"fraud","Emotional Manipulation","Hey Mom, I’m in big trouble! Got into an accident and need $800 for medical bills urgently. Please send to http://helpme.emergency-fund.net now!"
"fraud","Identity Theft","Urgent! Your identity is at risk. Verify your details now at http://secure.id-protect247.in or call 1800-555-1234. Don’t lose everything!"
"normal","Delivery Update","Hey, your order is on its way! Expect delivery by 6 PM today. Thanks for choosing us!"
"normal","Social","Hey, wanna grab lunch tomorrow? I’m free around noon if that works for you!"
"normal","Service Inquiry","Hey, just wanted to check if you provide home delivery for orders. Let me know! Thanks!"
"fraud","Subscription Scam","Urgent: Your Spotify subscription payment failed! Update now to avoid cancellation: http://secure.spotify-update.com or call 1-800-555-0123. Hurry!"
"normal","Family","Hey fam, let’s catch up this weekend! Miss you all."
"fraud","Service Fraud","Urgent: Your bank account is at risk! Verify now to avoid suspension: http://secure.india-bankcheck.com or call 1800-555-0123 immediately!"
"fraud","Investment Scams","Urgent! Invest now & triple your savings in 7 days! Don’t miss out. Click http://fastwealth.investpro.net or call 9876543210 to secure your spot!"
"fraud","Impersonation","Hi, it’s your manager. Urgent: I need $300 in gift cards for a client. Buy now and send codes ASAP via http://secure.giftcard-verify.net. Hurry!"
"fraud","Impersonation","Hi, it’s John from HR. Urgent: Verify your payroll details to avoid payment delay. Click now: http://secure.payroll-check.org or call 1800-555-1234."
"normal","Entertainment","Hey, have you seen the trailer for the new action movie? Looks epic! Wanna catch it this weekend?"
"normal","Delivery Update","Hey, your order is on its way! Expect delivery by tomorrow afternoon. Thanks for choosing us!"
"fraud","Emotional Manipulation","Grandma, it’s me. I’m in trouble after a crash. Need $800 urgently for hospital bills. Please send to http://helpfamily-aid.com. Hurry, I’m scared!"
"normal","Sports","Hey, did u catch the football game? That last goal was insane!"
"normal","Service Inquiry","Hey, just checking if you’ve got any slots open for a consultation this week? Let me know!"
"fraud","Fake Delivery Scam","USPS Alert: Your package is delayed due to an unpaid fee of $3.50. Update now to avoid cancellation: http://usps-deliveryfix.com or call 1-800-555-0123!"
"fraud","Lottery Scam","Congrats! You've won Rs. 5 lakhs in our lottery! Claim now before it expires: http://claim.lottery-rewards.org or call 9876543210. Hurry!"
"normal","Sports","Hey, did you catch the football match? What an epic comeback!"
"fraud","Job Offer Scam","URGENT! Earn $400/day from home. No skills needed. Secure your spot now at http://quickhire.workfromhome.today or call 1-800-555-0123. Hurry, limited slots!"
"fraud","Job Offer Scam","URGENT! Earn $400/day with our remote job offer. No exp needed. Apply now before slots fill: http://join.fastcareers.org or call 1-800-555-0123!"
"fraud","Phishing","Urgent! Your SBI account is at risk. Verify immediately at http://secure.sbi-checknow.com or call 1800-555-1234 to avoid suspension! Act now!"
"fraud","Fake Delivery Scam","FedEx: Urgent! Your package delivery failed due to unpaid fees. Pay $3.50 now to avoid cancellation: http://fedex-securepay.org or call 1-800-555-0123."
"fraud","Loan Scam","Urgent! Get a loan of Rs. 10 lakhs today! Low interest, instant approval. Click now: http://fastloan.sbi-secureapply.org or call 9876543210! Hurry!"
"fraud","Impersonation","Hi, it’s Mike from HR. Urgent! Verify your payroll details to avoid payment delay. Click now: http://secure.payroll-update.org or call 1-800-555-0123."
"fraud","Service Fraud","Urgent! Your bank account is at risk. Verify now to avoid suspension: http://secure.indbank-check.com or call 1800-555-0123 immediately!"
"normal","Social","Hey, wanna grab lunch tomorrow? How’s 1 PM at the usual spot?"
"fraud","Impersonation","Urgent: This is your bank. Account issue detected. Verify now to avoid suspension at http://secure.bankalerts-india.com or call 1800-555-1234. Act fast!"
"normal","Family","Hey fam, let’s catch up over pizza this Friday night!"
"fraud","Subscription Scam","Your Amazon Prime subscription is expiring today! Renew now for $12.99 or lose access. Click: http://secure.amazon-renewal.org Urgent!"
"fraud","Phishing","Urgent! Your bank account is at risk. Verify your identity now to avoid suspension: http://secure.india-bankverify.com or call 1800-555-0123. Act fast!"
"fraud","Job Offer Scam","URGENT! Earn $400/day from home. No skills needed. Secure your spot now at http://quickhire.workfast.org or call 1-800-555-0123. Hurry, limited slots!"
"normal","Travel","Hey, just checked in for my flight to London. Will land around 3 PM. Can’t wait to explore! Let me know if you need anything from there."
"fraud","Phishing","Urgent: Suspicious activity on your HDFC account. Verify now to secure it at http://hdfc-secure-login.net or call 1800-123-4567 immediately!"
"normal","Social","Hey, wanna grab lunch tomorrow? Thinking around 1 PM if you’re free!"
"fraud","Fake Delivery Scam","Urgent! Your FedEx parcel is delayed due to unpaid fees. Pay $3.50 now to avoid return: http://fedex-securepay.org or call 1-800-555-1234. Hurry!"
"normal","Service Inquiry","Hey, just wanted to check if you provide home delivery for orders. Can you confirm? Thanks!"
"fraud","Subscription Scam","Your Prime subscription is expiring today! Renew now for $12.99 or lose access. Click: http://verify.prime-renewal.org Urgent! Don't miss out!"
"normal","Family","Hey fam, dinner at my place tonight at 6. See you there!"
"fraud","Phishing","SBI Alert: Unusual activity detected on your account. Verify now to avoid suspension: http://secure.sbi-check.in or call 1800-123-4567. Act fast!"
"fraud","Job Offer Scam","URGENT! $600/day job offer waiting for you. Work from home, no skills needed. Apply now or lose spot: http://quickhire.jobsfast.org Call 1-800-555-0123"
"normal","Recreation","Hey, wanna hit the beach this Sunday? Got a cool spot in mind!"
"fraud","Fake Delivery Scam","Urgent: Your FedEx package is on hold due to a missing fee. Pay now at http://fedex-holdresolve.com or call 1800-555-1234 to avoid return!"
"fraud","Emotional Manipulation","Grandma, it’s me. I’m in big trouble after an accident. Need Rs. 10,000 urgently for hospital bills. Please send via http://urgent-help-india.org now!"
"normal","Entertainment","Hey, have you seen the trailer for the new action movie? It looks epic! Let’s watch it this weekend if you’re free."
"normal","Education","Hey, reminder: the project deadline is tomorrow. Make sure to submit on time!"
"fraud","Lottery Scam","Congrats! You've won Rs. 5 lakhs in our Mega Lottery! Claim now at http://win.lottery-rewards.org or call 9876543210. Hurry, offer expires today!"
"fraud","Loan Scam","Urgent! Get a loan of Rs. 10 lakhs instantly. Limited offer! Click now: http://fastloan.sbi-secureapply.co or call 9876543210. Don’t miss out!"
"fraud","Fake Delivery Scam","Urgent: Your package delivery failed due to unpaid fees. Pay $3.99 now to avoid return at http://secure.parcel-track247.com or call 1-800-555-0123!"
"fraud","Investment Scams","Urgent! Invest now & triple your savings in 7 days! Limited spots. Click http://fastwealth-invest.com or call 1-800-555-0123 to secure your spot! Hurry!"
"fraud","Lottery Scam","Congrats! You've won Rs. 5 lakhs in our Grand Lottery! Claim now before it expires: http://win.lottery-secureclaim.org or call 9876543210. Hurry!"
"fraud","Emotional Manipulation","Grandma, it’s urgent! I’m in trouble and need $800 for hospital bills after an accident. Please send now at http://help-familycare.org. Hurry!"
"fraud","Identity Theft","Urgent! Your bank account is at risk. Verify your identity now at http://secure.bankid-check.com or call 1800-555-0123 immediately to avoid suspension!"
"fraud","Financial Fraud","URGENT: Your bank account is at risk! Verify now to prevent a $1,000 loss at http://secure.bankalerts-india.com or call 1800-555-0123 immediately!"
"fraud","Financial Fraud","URGENT: Unauthorized transaction of $750 detected on your account. Secure it now at http://verify.sbi-protect.com or call 1-800-555-0123 immediately!"
"normal","Recreation","Hey, wanna join me for a bike ride this Sunday? Found a cool trail nearby!"
"fraud","Tech Support Scam","Urgent! Your device is at risk of a virus. Call Tech Support now at 1-800-555-0192 or click http://fixmytech-support.com to secure it immediately!"
"normal","Social","Hey, saw your latest pic on Insta, looks amazing! Let’s grab coffee this weekend. Free on Sunday?"
"fraud","Impersonation","Hi, it’s Mike from HR. Urgent: Verify your payroll details to avoid payment delay. Click now: http://verify.employee-portal.net or call 1-800-555-0123."
"fraud","Subscription Scam","Your Prime subscription is expiring today! Renew now for $12.99 or lose access. Click urgently: http://verify.prime-renewal.org"
