"Type","Category","Message"
"fraud","Investment Scams","Emergency! Secure your financial future with 500% profit! Act at http://rapidwealth-zone.com Hurry!"
"normal","Recreation","I’m thinking of a picnic at the park tomorrow. You in?"
"normal","Entertainment","Hey, found this hilarious stand-up special on YouTube. You’ll love it!"
"fraud","Impersonation","Alert from Bank of America: Your account is at risk. Verify identity immediately at: http://secure.boa-check.com"
"fraud","Lottery Scam","Congrats! $8,000 lottery win is yours! Secure it now at http://cashprize.lottowin.org before someone else claims it!"
"normal","Delivery Update","Great news! Your item has been dispatched. Should arrive by noon tomorrow."
"fraud","Loan Scam","Urgent! Rs. 7 lakhs loan approved at 1% interest. Click to claim: http://securecash.loan-now.net or lose this offer!"
"fraud","Lottery Scam","Urgent! You’re the winner of Rs. 3 lakhs in our Grand Lottery! Secure it at http://claimprize.lottohub.org before it’s gone!"
"fraud","Job Offer Scam","JOB ALERT! $700/day remote work. No skills required. Apply urgently at http://fastcashjob.net before slots close!"
"fraud","Tech Support Scam","Urgent! Device compromised. Secure it immediately by calling 1-877-555-7890 before losing everything!"
"fraud","Loan Scam","Emergency funds! Rs. 5 lakhs loan ready. Click now: http://cashflow.loan-urgent.in or miss your chance forever!"
"fraud","Fake Delivery Scam","Critical: Your Amazon order is delayed. Verify details at http://amazon-ordercheck.com/verify to prevent cancellation!"
"normal","Recreation","Have you checked out the new hiking trail nearby? Let’s go soon!"
"fraud","Job Offer Scam","Emergency Job Alert! Earn $600/day remotely. Apply now at http://quickhiretoday.me or lose your chance!"
"fraud","Impersonation","Urgent: This is the IRS. Your tax refund is delayed. Avoid penalties by resolving now at: http://irs-refundstatus.org"
"fraud","Identity Theft","Immediate action required! Secure your identity at http://safeid-protect.in or risk losing access!"
"normal","Service Inquiry","Hey, is my package ready for pickup yet? Let me know!"
"fraud","Emotional Manipulation","Dad, I’m in a bad spot! Need $400 to fix my car or I’ll lose my job. Pay at http://carfix-help.com. Please!"
"fraud","Service Fraud","Warning! Your cable TV subscription is about to be suspended. Pay immediately at http://cablepay.securelink.org"
"fraud","Emotional Manipulation","Mom, I’m so sorry, I’m in trouble. Need $800 for legal fees. Send urgently to http://legalhelp-fast.net. I’m begging!"
"fraud","Lottery Scam","Wow! You’ve won $5,000 in Global Lottery! Don’t miss out, claim at http://bigwin.lotterysecure.com now or lose it forever!"
"normal","Recreation","Hey, wanna hit the beach this weekend? Got a spot in mind!"
"fraud","Identity Theft","Alert! Suspicious activity on your PAN card. Verify at http://pan-securityzone.com to prevent fraud!"
"fraud","Loan Scam","Last chance! Rs. 10 lakhs loan at 2% interest. Click: http://bigloan.secure-claim.in or miss this rare offer!"
"normal","Delivery Update","Your shipment is coming! Expect it to be delivered by tomorrow afternoon."
"normal","Service Inquiry","Can I get a quote for a new AC installation at my place?"
"normal","Education","Got extra textbooks if anyone needs to borrow one. Text me!"
"normal","Travel","Hey, just arrived in Paris! Will text you after I check into the hotel."
"fraud","Subscription Scam","Your Hulu subscription payment failed. Avoid cancellation, update now: http://hulu-paymentfix.com"
"fraud","Emotional Manipulation","Grandma, it’s urgent! I’m hurt and need $400 for treatment. Send now to http://emergencycare-aid.com. I’m scared!"
"normal","Delivery Update","Your package is on its way! Estimated delivery is tomorrow before 2 PM."
"normal","Travel","Flight to Bali is confirmed for next week. So excited! Let me know if you’re good."
"fraud","Phishing","Urgent notice! Your ICICI account is under review. Confirm details at http://icici-safetyportal.com or lose access!"
"normal","Social","Wanna meet up for a quick walk this evening?"
"normal","Travel","Just got to Tokyo. Everything’s fine, will chat once I’m at the place."
"normal","Education","Don’t miss the workshop on essay writing at 2 PM today."
"fraud","Loan Scam","Need cash fast? Get Rs. 2 lakhs loan today. No hassle! Apply: http://fastmoney.loan-secure.co.in or call 9988776655."
"normal","Travel","Just reached New York! Can’t wait to explore. Will call you later."
"fraud","Subscription Scam","Immediate action required! Your Netflix account is at risk. Secure it: http://netflix-safetycheck.com"
"fraud","Lottery Scam","Shocking News! You’ve won Rs. 6 lakhs in Lotto Bonanza! Claim at http://winbig.lotterysecure.net or lose it in 24 hrs!"
"fraud","Financial Fraud","URGENT: Suspicious $600 charge detected. Stop it now by clicking http://mybank-securecheck.com or risk account freeze!"
"normal","Sports","Hey, our cricket team pulled off a win! 5 wickets down!"
"fraud","Job Offer Scam","JOB SCAM ALERT! Earn $500/day working from home. No experience needed. Apply now at http://easyjobnow.live before it's too late!"
"fraud","Impersonation","Alert: Your Chase account is compromised. Secure it now at: http://chase-verifyaccess.net"
"normal","Delivery Update","Hey, your package is out for delivery! Should be with you by this evening."
"fraud","Phishing","Urgent! Your Chase account is at risk. Verify your identity now at http://chase-securecheck.com or face suspension!"
"fraud","Emotional Manipulation","Dad, I’ve been arrested! Need $700 to get out. Click here to pay: http://quickrelease-help.net. Please hurry!"
"fraud","Subscription Scam","Urgent: Your HBO Max account will be canceled soon. Update now: http://hbomax-verify.com"
"normal","Delivery Update","Your order is on the move! It’ll be at your doorstep by tomorrow evening."
"fraud","Identity Theft","Emergency! Verify your PAN card now at http://pan-protectnow.in to avoid legal action. Don’t delay!"
"fraud","Investment Scams","Breaking! Turn $500 into $5000 in days! Click to start: http://wealthsurge-live.com Don’t lose out!"
"fraud","Investment Scams","Don’t wait! 600% returns guaranteed this month! Secure it at http://hypergrowth-fund.com Hurry up!"
"fraud","Lottery Scam","You’re a winner! Rs. 4 lakhs in our Mega Draw! Don’t delay, visit http://prizemoney.lottofast.com to claim your fortune!"
"normal","Work Update","Just a quick note, the client call is now at 2 pm. Be ready!"
"fraud","Job Offer Scam","Work from Home! Earn $450/day. No experience needed. Hurry, apply at http://instantjoboffer.space now!"
"fraud","Phishing","Your US Bank account is compromised. Act fast! Secure it at http://usbank-verifyprotect.com or risk losing access!"
"fraud","Impersonation","Urgent from FedEx: Delivery issue with your package. Confirm details at: http://fedex-trackparcel.org"
"normal","Family","Sis, can you call me when you’re free? Need to talk."
"fraud","Investment Scams","Rare opportunity! Make $10K in 3 days with our tips! Join now: http://elitecash-pro.com Don’t miss!"
"fraud","Emotional Manipulation","Mom, I’m in serious trouble! I need $500 for bail. Please help me fast at http://rescuebail-now.com. Don’t tell anyone!"
"fraud","Fake Delivery Scam","USPS: Your package delivery failed due to missing data. Update at http://usps-deliveryfix.com/now or it will be destroyed!"
"normal","Service Inquiry","Can you confirm if my appointment is set for Friday at 2 PM?"
"normal","Family","Hey Mom, hope your meeting went well. Thinking of ya."
"fraud","Fake Delivery Scam","Alert: Your UPS shipment is on hold. Pay $2.99 fee now at http://ups-releasepay.com/confirm to avoid return!"
"fraud","Financial Fraud","DANGER: Account at risk due to $700 charge. Secure it at http://protectmybank-now.com or face suspension!"
"fraud","Subscription Scam","Urgent! Your Spotify subscription is about to expire. Update payment details now: http://spotify-renewal.com"
"normal","Recreation","Let’s try that new rock climbing gym. Heard it’s awesome!"
"fraud","Phishing","Attention! Your Capital One card is locked. Unlock it now at http://capone-securefix.com or face transaction issues!"
"fraud","Financial Fraud","Immediate Action Needed: $550 suspicious transaction. Verify at http://bankguard-online.com to protect your funds!"
"fraud","Subscription Scam","Alert! Your Amazon Prime account is suspended. Reactivate it here: http://prime-securefix.com"
"fraud","Impersonation","Hey, it’s your manager. I need $200 in Google Play cards for a client ASAP. Text codes now. Hurry!"
"fraud","Subscription Scam","Warning! Your Disney+ payment was declined. Update info to continue: http://disneyplus-update.com"
"fraud","Identity Theft","Critical! Your Aadhaar is under threat. Confirm details at http://aadhaar-safeguard.net or lose benefits!"
"fraud","Impersonation","This is Social Security Admin. Your benefits are suspended. Reactivate at: http://ssa-benefitfix.com"
"fraud","Impersonation","Hey, it’s your boss. Stuck in a meeting. Buy $500 in iTunes cards for a gift. Send codes fast!"
"normal","Work Update","Hey, project review is set for tomorrow at 10 am. See you there!"
"normal","Entertainment","Just finished a mind-blowing podcast. Gotta share it with you. Listen yet?"
"normal","Family","Hey Dad, how’s it going? Just wanted to say hi!"
"normal","Work Update","Quick update: training session is now online at 1 pm today."
"fraud","Lottery Scam","Lucky Day! Rs. 7 lakhs lottery prize awaits! Click http://winmoney.prizeclaim.net to get it before the deadline tomorrow!"
"fraud","Fake Delivery Scam","Emergency: Your FedEx delivery is stuck. Update info at http://fedex-resolveissue.com/now or risk losing your package!"
"fraud","Tech Support Scam","Alert! Malware detected. Call tech support at 1-833-888-4321 before your personal data is stolen!"
"fraud","Phishing","Help! Your HSBC account needs immediate action. Click http://hsbc-urgentverify.com to stop unauthorized access!"
"normal","Service Inquiry","Hi, just wondering if you repair cracked phone screens?"
"normal","Entertainment","Hey, there’s a cool music fest next weekend. Let’s go vibe together!"
"normal","Travel","Hey, I’m at the airport. Flight to Singapore boards in 30 mins. Talk soon!"
"normal","Service Inquiry","Hey, is your customer support available on weekends?"
"fraud","Service Fraud","Critical! Your mobile data plan is expiring. Renew now to stay connected: http://data.securetopup.net"
"fraud","Fake Delivery Scam","USPS Notice: Your parcel is pending due to an address error. Fix it at http://usps-fixaddress.com/urgent or it will be sent back!"
"normal","Sports","Are you free for a quick tennis match this evening?"
"fraud","Tech Support Scam","Warning: Virus detected on your device! Call 1-800-444-3210 for urgent tech support to fix it now."
"normal","Entertainment","Yo, the latest episode of Stranger Things dropped. Watched it yet?"
"normal","Sports","You up for watching the F1 race this Sunday? Let’s chill!"
"normal","Sports","Yo, you watching the basketball finals tonight? Gonna be epic!"
"fraud","Financial Fraud","NOTICE: $400 unauthorized payment. Confirm identity at http://verifybank-id.com to avoid account lockout!"
"normal","Travel","My bus to Shimla is running late by 45 mins. Will keep you posted."
"normal","Travel","Trip to Jaipur is all set for this weekend. Can’t wait! You ready?"
"normal","Education","Yo, library’s packed. Meet at the cafe for group study at 3?"
"normal","Entertainment","Just read an epic sci-fi novel. I think you’d dig it. Want the title?"
"normal","Service Inquiry","Hi, do you have any discounts on annual subscriptions right now?"
"fraud","Financial Fraud","Warning: Your card was used for a $300 purchase. Dispute it at http://cardsecure-now.com to avoid further charges!"
"normal","Work Update","Reminder: submit your weekly report by end of day. Thanks!"
"fraud","Tech Support Scam","Warning! Device compromised. Visit http://urgentfix-tech.com or call 1-811-444-5678 for help now!"
"normal","Entertainment","Have you seen the trailer for that new thriller? Looks insane! Thoughts?"
"normal","Service Inquiry","Hey, what’s the estimated wait time for a technician today?"
"fraud","Subscription Scam","Don’t lose access! Your Apple TV+ subscription needs payment update: http://appletv-fixpay.com"
"normal","Travel","Hey, my train to Chennai got delayed by an hour. Will update you soon."
"fraud","Phishing","Critical alert! Your Barclays account has suspicious activity. Verify at http://barclays-safeguard.com to save your funds!"
"fraud","Service Fraud","Alert! Your internet access is at risk of suspension. Avoid disruption at http://renewal.netsecure.io"
"fraud","Identity Theft","Urgent! Your personal info is at risk. Verify now at http://id-checksafe.com or face account suspension!"
"normal","Family","Mom, can you send me that cookie recipe? Craving it!"
"fraud","Lottery Scam","Alert! You’ve won Rs. 2 lakhs in our Daily Draw! Act fast, claim at http://lotterywin.quickgrab.net or your prize expires!"
"normal","Education","Hey, don’t forget the quiz tomorrow in Bio 101. Study up!"
"normal","Sports","Our volleyball squad smashed it today, 3-1! So proud!"
"fraud","Emotional Manipulation","Uncle, I’m in danger! Need $600 to escape a bad situation. Help me at http://safetyrescue-urgent.com. Please!"
"fraud","Impersonation","This is your HR department. Urgent payroll issue! Update details now to avoid delay: http://hr-payrollfix.net"
"normal","Social","Saw your story on Snapchat, looks like a blast!"
"normal","Sports","Did you catch the football game? That last touchdown was insane!"
"normal","Work Update","Hey, new project docs are uploaded. Take a look when you can."
"normal","Social","Yo, how’s it going? Let’s catch up over coffee soon."
"normal","Work Update","Heads up, we’re working from home tomorrow. Check Slack for updates."
"normal","Recreation","I found a great spot for fishing. Let’s head out next week!"
"fraud","Fake Delivery Scam","UPS Alert: Unpaid fee of $4.25 is holding your package. Pay at http://ups-feeunlock.com/pay or delivery will be canceled!"
"normal","Entertainment","Guess what? Got tix to a comedy show this Friday. You coming?"
"normal","Family","Hey fam, I’m cooking dinner Sunday. Come over!"
"fraud","Tech Support Scam","Danger! Your system is infected. Call 1-844-777-1234 now to avoid permanent damage to your device!"
"fraud","Job Offer Scam","Urgent! High-paying remote job, $600/day. No interview. Secure your spot at http://quickworkonline.xyz today!"
"normal","Delivery Update","Good news! Your order has shipped. Expect it to arrive by tomorrow morning."
"fraud","Phishing","Emergency! Your TD Bank account shows fraud. Confirm your details at http://tdbank-safetycheck.com to prevent loss!"
"normal","Social","Hey, how’ve you been? Miss hanging out!"
"normal","Delivery Update","Hi, your delivery is scheduled for today. Look out for it around 3 PM!"
"fraud","Investment Scams","Hurry! Triple your investment in 24 hours! Don’t wait, click now: http://quickrich-plan.com Act fast!"
"normal","Education","Just aced my presentation! Thanks for the tips!"
"normal","Recreation","Thinking of a movie night at the outdoor theater. Join me?"
"normal","Service Inquiry","Hey, can you tell me if you offer same-day delivery for orders?"
"fraud","Tech Support Scam","Critical! Your phone is hacked. Visit http://fixmydevice-now.com or call 1-866-222-9876 to save your data!"
"normal","Work Update","Yo, team meeting moved to Thursday at 11 am. Mark your calendar!"
"fraud","Identity Theft","Help! Your identity is exposed. Confirm details at http://id-securelink.in or face serious consequences!"
"fraud","Emotional Manipulation","Grandpa, it’s me. I’m injured and need $350 for meds. Pay now at http://quickmed-aid.com. I’m in pain!"
"normal","Social","Hey, your tweet cracked me up! So good!"
"normal","Sports","Just got tickets to the baseball game next week. You in?"
"fraud","Fake Delivery Scam","Urgent: Your DHL package is delayed due to incomplete details. Update now at http://dhl-updateinfo.com/secure or lose delivery!"
"normal","Family","Hey bro, you free to help me move some stuff tomorrow?"
"fraud","Lottery Scam","Congratulations! You’ve won Rs. 10 lakhs in Super Lotto! Claim now at http://luckydraw.winnerzone.net or forfeit your prize today!"
"fraud","Job Offer Scam","High-Pay Job! $500/day from home. No interview. Click http://easyremotejob.live to apply before spots fill!"
"fraud","Service Fraud","Danger! Your electricity supply will be cut off in 3 hours. Pay now: http://urgent.powerbill.live"
"normal","Sports","Hey, I’m heading to the gym for a workout. Wanna join?"
"fraud","Job Offer Scam","JOB SCAM! $400/day from home. No skills, instant start. Secure spot at http://fastworknow.promo before it’s gone!"
"fraud","Loan Scam","Get Rs. 6 lakhs loan in 1 hour. Low EMI! Don’t wait, click: http://instantcash.loan-verify.net or call 9012345678."
"fraud","Service Fraud","Immediate Action Required! Your Wi-Fi service will stop today. Pay at http://safepay.connectisp.com"
"fraud","Subscription Scam","Alert! Your Netflix billing failed. Avoid suspension, click: http://netflix-billfix.com"
"normal","Sports","Hey, our hockey team won 4-2! What a comeback!"
"fraud","Financial Fraud","Urgent Refund: $200 overcharge on your account. Claim now at http://quickbank-refund.com or lose your money!"
"normal","Delivery Update","Hi, your order is en route. Keep an eye out for delivery by 4 PM today!"
"normal","Service Inquiry","Hi, do you guys offer a warranty on your products?"
"fraud","Emotional Manipulation","Sister, I’m in a crisis! Need $500 to avoid eviction. Help me at http://savehome-now.com. I’m desperate!"
"normal","Sports","Did you see that crazy goal in the soccer match? Unreal!"
"fraud","Investment Scams","Exclusive offer! Earn 400% returns this week! Secure your spot at http://mega-gainz.net Now or never!"
"normal","Travel","Hey, landed in Sydney! Will give you a ring after I grab my bags."
"fraud","Investment Scams","Alert! Last chance to double your money overnight! Visit http://instantprofit-hub.com before it’s gone!"
"normal","Service Inquiry","Hi, can you check if my bill payment went through yesterday?"
"fraud","Investment Scams","Time-sensitive! Double your savings by tomorrow! Click fast: http://speedyreturns-now.com Act now!"
"normal","Education","Hey, need a partner for the group project? Hit me up!"
"normal","Recreation","Let’s plan a camping trip soon. Got any free weekends?"
"fraud","Tech Support Scam","Emergency! Device at risk. Call tech support at 1-855-333-6543 to stop hackers from stealing your info!"
"normal","Travel","Booked our tickets to Kerala for the holidays. Check your email for details!"
"fraud","Identity Theft","Urgent! Aadhaar verification needed. Click http://aadhaar-safeportal.in now to avoid deactivation!"
"normal","Entertainment","Hey, I just binged a crazy good show on Hulu. You in for a watch party?"
"normal","Work Update","New task assigned to you. Details in the shared doc. Let me know if questions."
"fraud","Emotional Manipulation","Mom, I’m stranded and scared! I need $500 to get home safely. Please help now: http://emergencytravel-aid.com"
"fraud","Loan Scam","Hurry! Loan of Rs. 12 lakhs at 1% interest. Slots filling fast! Click: http://cashnow.trustloan.net or regret later!"
"fraud","Emotional Manipulation","Mom, I’m stuck abroad with no money. Please send $400 for a ticket at http://flyhome-urgent.com. I’m desperate!"
"normal","Delivery Update","Hey, your delivery is set for today. Hope you’re around!"
"fraud","Impersonation","Hi, it’s Sarah from IT. Urgent! Your account is compromised. Secure it now at http://verify-accountsafe.com or risk data loss. Call 555-9876 if issues."
"normal","Entertainment","Just binge-watched a crazy new show. U gotta check it out! What u watching rn?"
"fraud","Subscription Scam","Your HBO Max account is at risk of cancellation. Renew today for $14.99: http://hbomax-securelink.com"
"normal","Delivery Update","Hey there, your item has been dispatched. Expect it in 2-3 days."
"fraud","Lottery Scam","Urgent! You’ve won Rs. 3 lakhs in our lottery! Secure your prize at http://winfast-lottery.net within 24 hours!"
"fraud","Job Offer Scam","ACT FAST! Remote job with $800/week pay. No experience. Apply: http://instantjoblink.com"
"normal","Service Inquiry","Hi, can you tell me if you service my area for broadband?"
"fraud","Service Fraud","Danger! Your mobile data service will stop today. Pay now at http://secure.datapay-check.com to avoid disruption."
"fraud","Phishing","Alert! Your Netflix subscription is suspended. Reactivate immediately at http://netflix-restore-acc.com or lose access."
"fraud","Emotional Manipulation","Your sister is in trouble! She needs $600 for hospital fees. Send now: http://medcare-emergency.com"
"normal","Social","Hey, how’s it going? Been a while, let’s hang out soon!"
"fraud","Subscription Scam","Urgent! Your Netflix subscription is about to expire. Renew now for $10.99 at http://netflix-securepay.com or lose access!"
"fraud","Service Fraud","Warning! Your internet subscription expires in 2 hours. Renew at http://fast.renewnet-secure.com to stay online."
"fraud","Job Offer Scam","URGENT JOB OFFER! $1000/week. Start today. No skills required. Visit: http://quickcashcareer.com"
"normal","Entertainment","Hey, let’s hit up karaoke tonight. I’m ready to belt out some classics!"
"fraud","Loan Scam","Critical! Need cash? Get Rs. 10 lakhs loan instantly. Click: http://fastfunds.approvequick.org or call 9988776655."
"fraud","Subscription Scam","Last chance! Your Prime Video subscription expires today. Renew at http://primevideo-now.com for just $9.99."
"fraud","Financial Fraud","URGENT: Your bank account is compromised! Secure it now at http://verify-banksafe.com or face immediate suspension!"
"fraud","Identity Theft","Urgent Alert! Verify your PAN card at http://pan-safeguard.org to prevent account freeze. Act now!"
"normal","Delivery Update","Your order is on the move! Delivery expected by tomorrow morning."
"fraud","Subscription Scam","Immediate action required! Your Netflix billing failed. Fix it at http://netflix-paymentfix.com or lose your account!"
"fraud","Emotional Manipulation","Mom, I’m so scared. I’ve been detained and need $1000 for release. Help at http://bailout-fast.com"
"fraud","Service Fraud","Immediate Action Required! Your internet is at risk. Pay at http://urgent.netfix-pay.com to prevent shutdown."
"fraud","Subscription Scam","Critical! Your Disney+ subscription will be canceled tonight. Renew at http://disneyplus-renewal.net for only $8.99."
"fraud","Investment Scams","Warning! Miss this and lose big! Invest now for 500% returns! Visit: http://goldengain-hub.com"
"fraud","Fake Delivery Scam","USPS Urgent: Package held due to address error. Fix it at http://usps-addressconfirm.net or lose your shipment!"
"normal","Recreation","Hey, wanna join me for a nature walk on Sunday morning?"
"normal","Family","Hey fam, let’s plan a weekend trip soon. Thoughts?"
"fraud","Fake Delivery Scam","India Post: Delivery issue! Update your address urgently at http://indiapost-verify.net or your package will be returned!"
"fraud","Financial Fraud","ALERT: $1,200 charge on your account. Dispute it now at http://bankdispute-secure.com or call 1-866-555-0145!"
"fraud","Identity Theft","Critical! Your identity is at stake. Verify Aadhaar urgently at http://aadhaar-shield.net or lose benefits!"
"fraud","Investment Scams","Urgent alert! Invest today for instant 300% profit! Click here: http://quickwealth-rise.com"
"fraud","Identity Theft","Immediate Action Needed! Protect your identity at http://secure-id-check.com or risk account closure!"
"fraud","Job Offer Scam","URGENT! Remote job with $550/day pay. Start today. No interview. Click now: http://fastcareerstart.com"
"normal","Entertainment","Hey, there’s a comedy special on Netflix tonight. Let’s watch together!"
"normal","Recreation","Yo, wanna go kayaking at the river this weekend? It’ll be fun!"
"normal","Recreation","Hey, let’s go for a swim at the pool tomorrow. Cool off a bit!"
"normal","Service Inquiry","Hi, I’m curious if you have any promotions running this week?"
"fraud","Lottery Scam","Hurray! You’re the winner of $50,000 in our Grand Lottery! Act now at http://claimjackpot.net or lose it forever!"
"normal","Education","Hey, anyone got notes from last week’s history class?"
"fraud","Subscription Scam","Alert! Your Paramount+ subscription payment declined. Update now at http://paramountplus-update.com to continue."
"normal","Recreation","Yo, up for a quick jog around the neighborhood tomorrow morning?"
"fraud","Phishing","Warning: Amazon detected fraud on your account. Confirm details at http://amazon-safety-check.com or risk deactivation."
"fraud","Financial Fraud","EMERGENCY: Risk of account closure! Verify details at http://bankguard-secure.com or call 1-877-555-0234 today!"
"normal","Recreation","Wanna try that new climbing gym with me on Friday?"
"normal","Social","Saw your story on Insta, looks like you’re having fun!"
"fraud","Lottery Scam","Congrats! You’ve won Rs. 10 lakhs in Super Lotto! Claim urgently at http://luckywin-prize.com before it’s gone!"
"fraud","Emotional Manipulation","Hey, it’s your cousin. I’m in a bad spot and need $800 for legal fees. Click to save me: http://lawhelp-urgent.com"
"normal","Entertainment","Hey, new Marvel movie is out Friday. Wanna grab popcorn and go?"
"normal","Recreation","Let’s hit the tennis courts this afternoon. You in?"
"fraud","Tech Support Scam","Danger! Your device is hacked. Protect your data by calling 1-866-777-8901 immediately. Don’t wait!"
"normal","Service Inquiry","Hey, what’s the status of my recent order? Can you update me?"
"normal","Sports","Did you watch the hockey match? That overtime goal was epic!"
"fraud","Investment Scams","Act now! 600% returns guaranteed in 10 days! Don’t miss, visit: http://eliteinvest-pro.com"
"normal","Family","Sis, you okay? Haven’t heard from you in a bit. Text me."
"fraud","Service Fraud","Alert! Your cable TV subscription is expiring today. Renew now at http://renew.cablepay-safe.com or lose access."
"fraud","Phishing","Bank Alert: Suspicious login on your Chase account. Verify identity at http://chase-secure-login.com to avoid suspension."
"normal","Education","Hey, group project meeting after class. Be there!"
"fraud","Impersonation","Hey, it’s Mike, your manager. I’m stuck in a meeting. Buy $200 in gift cards for a client ASAP. Send codes now. Call 555-4321 if needed."
"fraud","Service Fraud","Alert! Your power supply will be cut off. Pay your bill at http://powerbill.quickpay-safe.com to avoid blackout."
"fraud","Emotional Manipulation","Dad, I’m in a crisis! Lost my job and need $400 for rent. Please send via http://rentcrisis-aid.com"
"fraud","Lottery Scam","Wow! You’ve hit the jackpot of Rs. 5 lakhs! Hurry, claim now at http://lottobigwin-claim.com before it expires!"
"fraud","Job Offer Scam","EMERGENCY HIRING! $800/day remote position. No experience. Apply fast: http://rapidjobapply.net"
"fraud","Loan Scam","Last chance! Get Rs. 5 lakhs loan today. Low EMI! Apply: http://instantcash.loantrust.co or miss this deal!"
"normal","Education","Prof just posted extra readings online. Take a look!"
"fraud","Emotional Manipulation","Hey, it’s your brother. I’m in deep trouble and need $600 to avoid eviction. Send now: http://urgentrent-help.com"
"fraud","Lottery Scam","Congratulations! $20,000 lottery prize awaits you! Don’t miss out, claim at http://winsecure-lotto.org today!"
"fraud","Financial Fraud","URGENT: Your card is blocked due to fraud. Reactivate at http://cardverify-now.com or risk losing access!"
"fraud","Financial Fraud","CRITICAL: Suspicious login detected. Secure your account at http://loginbank-safe.com before it’s too late!"
"normal","Education","Class moved to Room 204 today. See you there!"
"normal","Work Update","Heads-up, the deadline for the presentation is moved to Friday."
"normal","Family","Hey parents, just got home safe. Talk tomorrow!"
"fraud","Fake Delivery Scam","India Post: Your package is at risk of return due to wrong address. Update at http://indiapost-fixnow.com immediately!"
"normal","Delivery Update","Your order has left our warehouse. Should reach you by Wednesday."
"normal","Work Update","Hey, can you update the project status by noon today? Thanks!"
"normal","Sports","Hey, I’m heading to the tennis courts this afternoon. Wanna join for a match?"
"fraud","Tech Support Scam","Help! Your device is under attack. Call 1-800-222-4567 now to stop hackers from accessing your files!"
"normal","Travel","Hey, I’m at the airport. Flight to London boards in 30 mins."
"normal","Service Inquiry","Hey, my internet is super slow today. Can you look into it for me?"
"fraud","Fake Delivery Scam","FedEx Alert: Delivery failed! Pay $2.99 fee to release your package at http://fedex-paynow.org before it’s sent back!"
"normal","Education","Hey, let’s meet up to review chapter 5 before the quiz."
"fraud","Subscription Scam","Your Hulu account payment failed. Update your details immediately at http://hulu-fixpayment.com to keep streaming!"
"fraud","Loan Scam","Urgent! Rs. 20 lakhs loan at 2% interest. Act now! Click: http://bigloan.secureapply.live or call 9876541234."
"fraud","Investment Scams","Alert! Secure 400% returns by investing now! Don’t wait, visit: http://megawealth-secure.com"
"fraud","Phishing","Urgent: Your PayPal account has unusual activity. Secure it now at http://verify-paypal-safe.com before it’s locked!"
"normal","Family","Mom, thanks for the recipe. It turned out amazing!"
"normal","Entertainment","Have u seen the trailer for that horror flick? Scary af! Let’s watch it soon."
"normal","Work Update","Please check your email for the latest work schedule. Thx!"
"normal","Sports","Yo, let’s shoot some hoops at the park later. You down?"
"normal","Work Update","Yo, don’t forget to log your hours by EOD today. Cheers!"
"normal","Travel","Hey, checked into the hotel in Goa. It’s amazing! Let’s chat soon."
"fraud","Financial Fraud","URGENT: Final notice! Your account will be locked unless verified at http://securebank-alert.com. Act now!"
"fraud","Lottery Scam","Lucky you! Win $15,000 in our Mega Draw! Click http://prizegrab-now.com to claim before it’s too late!"
"fraud","Identity Theft","Attention! Your Aadhaar is at risk. Confirm details at http://aadhaar-verifygate.in or face penalties!"
"fraud","Financial Fraud","NOTICE: $300 refund pending. Submit bank info at http://claim-refundfast.com to receive it within 24 hours!"
"normal","Work Update","Quick note, office will be closed tomorrow for maintenance."
"fraud","Investment Scams","Last chance! Invest now for 300% profit in 3 days! Click: http://instantcash-flow.net"
"normal","Entertainment","Hey, got tickets to a concert next week. Wanna come with me?"
"normal","Travel","Hey, just arrived in Paris! Can’t wait to explore. Will text later!"
"fraud","Investment Scams","Don’t delay! Invest now and quadruple your money in a week! Go to: http://superprofit-now.com"
"fraud","Financial Fraud","WARNING: Your account shows a $900 unauthorized charge. Confirm security at http://protectbank-online.com immediately!"
"fraud","Fake Delivery Scam","Urgent: Your DHL package is delayed due to an address mismatch. Update now at http://dhl-addressfix.net or risk return!"
"normal","Service Inquiry","Hi, what are your rates for monthly subscriptions?"
"normal","Entertainment","Did u catch the latest episode of *Stranger Things*? I’m shook! Let’s chat!"
"normal","Work Update","Can you join the quick sync-up call at 11 am? Thanks!"
"normal","Sports","Yo, did you see that basketball game last night? That buzzer-beater was unreal!"
"normal","Education","Don’t miss the guest lecture at 11 AM. It’s gonna be good!"
"fraud","Phishing","Emergency: Your eBay account is under review. Confirm details at http://ebay-secure-check.com to avoid ban!"
"fraud","Fake Delivery Scam","UPS Warning: Your shipment is stuck due to a $4.50 fee. Pay immediately at http://ups-feeconfirm.com to prevent delay!"
"fraud","Financial Fraud","ALERT: Suspicious activity detected on your account. Verify identity at http://safeaccount-check.com or call 1-888-555-0199 now!"
"normal","Family","Dad, can you help me with something quick? Call me when you’re free."
"normal","Service Inquiry","Hey, my TV keeps freezing. Can someone help troubleshoot?"
"fraud","Phishing","Emergency: Your Apple ID is at risk. Update password now at http://appleid-protect.com to prevent account closure!"
"normal","Sports","Hey, I’m trying out for the volleyball team. Any tips?"
"fraud","Impersonation","Alert! This is PayPal. Your account is locked. Unlock now at http://paypal-verifyaccess.com or lose access permanently."
"fraud","Impersonation","Hi, it’s Lisa from HR. Urgent request: Buy $400 in gift cards for a team reward. Send codes now. Contact 555-6789 if there’s a problem."
