"Type","Category","Message"
"fraud","Financial Fraud","Rs.30,000 loan approved for you under PM Mudra Yojana. Claim now at http://mudra-loanapply.in before offer ends!"
"normal","Entertainment","Bro, the new *Honey Singh* track is a banger! Have you heard it? Let’s vibe!"
"normal","Social","Saw your post about Goa. Jealous! Tell me all about it soon."
"fraud","Job Offer Scam","URGENT JOB! Earn ₹3,500/day from anywhere. Apply before it’s gone: http://indiahirequick.net"
"fraud","Subscription Scam","Your MX Player Premium account is at risk! Update payment now: http://mxplayer-securepay.net"
"fraud","Loan Scam","Special offer! Rs. 9 lakh loan for Delhi residents. Hurry! Visit: http://loanplus.india-secure.net or call 8901234567."
"fraud","Loan Scam","Immediate Rs. 4.5 lakh loan for salaried Indians! Apply at: http://insta-loan.safe-cash.in or call 7890123456."
"fraud","Impersonation","Income Tax Dept: Tax evasion notice issued. Avoid penalty by verifying at http://itax-compliance.in immediately. Act now!"
"fraud","Job Offer Scam","URGENT! Work-from-home job, ₹3,000/day. Don’t miss out! Click: http://easyearnjob.in"
"fraud","Emotional Manipulation","Dad, I’m stuck in Mumbai with no cash. Need Rs. 2,500 for a ticket. Send to http://getme-home.in. I’m alone and scared!"
"normal","Family","Dad, can you help with my maths homework later? Struggling with algebra!"
"normal","Education","Don’t forget, parent-teacher meet tomorrow at 10 AM. See you there!"
"normal","Delivery Update","Great! Your parcel is on the road. Should be with you by tomorrow in Chennai."
"normal","Sports","Wanna join me for a friendly football match at the maidan?"
"normal","Travel","Guess what? Booked a houseboat in Kerala for Diwali. Excited much?"
"normal","Service Inquiry","Hi, do you provide home delivery in Mumbai? Let me know!"
"fraud","Investment Scams","Rare chance! 400% return on investment in 5 days! Don’t miss out, visit: http://bharatwealth-now.com"
"normal","Service Inquiry","Hello, is there a warranty on your products? Pls confirm."
"normal","Sports","Let’s go for a morning jog near Marine Drive. You in?"
"fraud","Emotional Manipulation","Aunty, I’m in trouble after a car accident. Need Rs. 9,000 for repairs. Pay at http://accident-help-now.com. I’m helpless!"
"normal","Sports","Yo, wanna play kabaddi with the gang tomorrow at the park?"
"fraud","Job Offer Scam","JOB OFFER! ₹60,000/month working from home. Act fast! Apply: http://securejobhub.in"
"fraud","Subscription Scam","Alert! Your Hotstar account is at risk of suspension. Renew immediately: http://hotstar-secureupdate.co"
"normal","Recreation","Heya, organizing a Holi color splash party at my place. Don’t miss it!"
"fraud","Subscription Scam","Emergency! Your Amazon Prime India payment failed. Update details: http://prime-indiafix.in"
"fraud","Lottery Scam","Congrats! You’ve won Rs. 10 lakhs in India Lotto! Claim now at http://indialuckydraw.win before it’s gone!"
"fraud","Service Fraud","Urgent! Your BSNL connection will be disconnected today. Pay now at http://bsnl-safebill.com to avoid service loss!"
"fraud","Impersonation","ICICI Alert: Your net banking is at risk. Verify identity urgently at http://icici-protect-now.com to prevent suspension."
"normal","Work Update","Yo, don’t miss the team lunch today at 1 PM in the canteen. See ya!"
"normal","Entertainment","Have you seen the *Taarak Mehta* rerun today? Still cracks me up! Let’s chat."
"fraud","Service Fraud","Emergency! Your electricity bill is unpaid. Avoid cutoff by paying at http://powerbill-urgentfix.in now!"
"fraud","Financial Fraud","URGENT: Rs.50,000 withdrawn from your SBI account. Secure it now at http://sbi-safeverify.in or call 1800-123-4567 immediately!"
"fraud","Emotional Manipulation","Dad, I’m in danger. Goons are after me for a loan. Send Rs. 8,000 to http://protect-son-now.com. Hurry, they’re close!"
"normal","Work Update","Hi, please upload the client presentation on the shared drive by evening. Thanks!"
"normal","Social","Yo, saw your Diwali pics! Looking fab, let’s catch up soon."
"fraud","Phishing","Your Jio recharge failed due to payment issues. Fix it now at http://jio-paymentfix.com to restore services!"
"normal","Service Inquiry","Hey, do you have any discounts for Diwali season?"
"normal","Recreation","Yo, planning a picnic at Lodhi Gardens this Sunday. Bring some snacks!"
"fraud","Tech Support Scam","Critical Alert! Your device is infected. Call 1800-123-4567 now to save your data from total loss!"
"fraud","Service Fraud","Emergency! Your DTH subscription is expiring. Renew at http://tvpay.secure-indiazone.com to continue watching!"
"fraud","Lottery Scam","Shocking! Rs. 10 lakhs prize is yours! Don’t delay, claim at http://indialuckydraw.com before tomorrow!"
"fraud","Job Offer Scam","URGENT! Work-from-home job, ₹25,000/month. Limited slots! Register at: http://fastjobdelhi.net"
"fraud","Emotional Manipulation","Brother, it’s a medical emergency! Need Rs. 5,500 for surgery. Click http://lifesaver-ind.in. Don’t let me die!"
"fraud","Financial Fraud","EMERGENCY: Fraud detected on your ICICI card! Secure it at http://icici-protect247.in before funds are lost!"
"fraud","Identity Theft","Alert! Your identity is under attack. Verify details at http://id-lockindia.org or risk account suspension!"
"normal","Social","Yo, did you watch the latest IPL match? What a game!"
"normal","Education","Hey, tomorrow’s lecture is online on Zoom. Link’s in the WhatsApp group!"
"fraud","Investment Scams","Urgent! Last 2 slots for ₹50,000 profit. Invest today at: http://desimoney-safe.com"
"fraud","Impersonation","Hey, it’s your boss, Anil. Urgent client gift needed. Buy ₹5000 Amazon vouchers and send codes to 9876543210. Hurry!"
"normal","Delivery Update","Hey, your package is on its way! Expect delivery by 5 PM today."
"fraud","Tech Support Scam","Emergency! Malware on your device. Visit http://safeindia-tech.com to remove it now!"
"normal","Social","Hey, how’s it going? Missed our late-night gupshup!"
"normal","Entertainment","Bro, the latest IPL match highlights are wild! Let’s chat over chai tonight."
"fraud","Impersonation","HDFC Alert: Your net banking is locked due to fraud. Unlock now at http://hdfc-logincheck.com. Urgent action required!"
"fraud","Subscription Scam","Hurry! Your Amazon Prime subscription payment failed. Fix it now at http://prime-india-update.in to avoid cancellation."
"fraud","Investment Scams","Warning! Miss this & lose big! 400% returns await. Click: http://rupeemax-online.com"
"fraud","Job Offer Scam","Instant Hire! ₹25,000/month remote job. No skills needed. Click: http://indiaquickwork.xyz"
"normal","Social","Hi, are you free for a quick call? Need to vent about work!"
"normal","Social","Hey, just saw your pic on Insta. Looking fab in that kurta!"
"fraud","Phishing","Critical! Your Kotak Bank login failed. Secure your account at http://kotak-safetyzone.com to prevent loss!"
"normal","Sports","India’s hockey team smashed it at the Olympics qualifier! So proud!"
"fraud","Tech Support Scam","Warning! Malware detected. Secure your device by calling 1-866-888-9012 immediately!"
"normal","Delivery Update","Hi, your parcel is coming! Keep an eye out for it around 2 PM today."
"fraud","Emotional Manipulation","Bhaiya, I’m in deep trouble! Need Rs. 4,000 to get out of a mess. Please help at http://quickrescue-india.com. I’m scared!"
"fraud","Loan Scam","Immediate help! Rs. 4 lakh loan at 0.5% interest. Click now: http://fastfunds.indiadeal.net or lose this chance!"
"normal","Social","Hey, let’s catch up over chai at the corner dhaba. Free today?"
"normal","Work Update","Yo, don’t forget the training session at 2 PM. It’s mandatory!"
"fraud","Tech Support Scam","Critical! Your phone is under attack. Call 1-877-444-5678 to stop hackers from stealing your info!"
"fraud","Service Fraud","Alert! Your electricity bill is overdue. Avoid disconnection by paying now at http://ebill.safe-indiapay.com. Hurry!"
"fraud","Fake Delivery Scam","Amazon Alert: Delivery on hold due to address error. Fix now at http://amazon-fixaddr.in or risk losing it!"
"fraud","Impersonation","Kotak Bank Notice: Account suspension imminent. Verify details at http://kotak-securelink.co to prevent closure!"
"fraud","Subscription Scam","Warning! Your Zee5 subscription will expire soon. Renew now at http://zee5-renewal.in or lose access!"
"fraud","Phishing","Attention! Your PNB account needs urgent update. Click http://pnb-verifyaccess.com or face deactivation!"
"normal","Sports","Man, that last-minute goal in the ISL game was insane! Did you see?"
"fraud","Job Offer Scam","Work-from-Home! Earn ₹35,000/month. Limited openings. Click now: http://jobsecurehyd.tech"
"normal","Education","Class picnic planned for next Sunday at Cubbon Park. You in?"
"normal","Education","Hey, fest auditions happening today at 4 PM in the amphitheatre. Join in!"
"normal","Travel","Arrived in Jaipur! The Pink City looks amazing. Chat soon!"
"fraud","Emotional Manipulation","Aunty, please help! I’m alone and need Rs. 3,500 for safety. Transfer now at http://protectme-now.in. I’m crying!"
"normal","Service Inquiry","Can you send someone to check my inverter in Bangalore?"
"fraud","Emotional Manipulation","Didi, it’s me! I’m stuck in a dangerous place. Send Rs. 2,500 urgently via http://safe-exit247.in. Don’t ignore me!"
"normal","Sports","Yo, did you catch that epic six by Kohli in the IPL match? Absolute fire!"
"fraud","Financial Fraud","ATTENTION: Your Kotak Bank KYC is expired! Update urgently at http://kotak-kycupdate.in or face suspension!"
"fraud","Lottery Scam","Wow! Rs. 8 lakhs lottery prize is yours! Hurry, click http://luckyindia-win.com to claim before midnight!"
"fraud","Job Offer Scam","Urgent Job Offer! ₹500/hour from home. Apply today: http://workfastbengaluru.org"
"normal","Entertainment","Yo, did you see the trailer for that South Indian action movie? Total paisa vasool!"
"fraud","Job Offer Scam","Job Alert! Earn ₹30,000/month from home. No experience needed. Apply now: http://quickhireindia.co"
"fraud","Investment Scams","Alert! Turn ₹3000 into ₹30,000 in 15 days! Click fast: http://indiaprofit-hub.com"
"fraud","Service Fraud","Warning! Your broadband service is at risk of suspension. Pay now at http://netsecure.indiafix.com to avoid cutoff."
"fraud","Lottery Scam","Amazing! Rs. 12 lakhs jackpot awaits you! Click http://securelotto-india.org to claim before it expires!"
"fraud","Tech Support Scam","Danger! Virus spreading on your phone. Protect it at http://techsecure-bharat.com today!"
"normal","Education","Reminder: Submit your project by Friday. Don’t miss the deadline!"
"normal","Service Inquiry","Do you provide home delivery for orders in Delhi NCR?"
"normal","Entertainment","Yo, the new Punjabi song is a total banger. Listen and tell me what you think!"
"fraud","Emotional Manipulation","Aunty, I’m in pain! Need Rs. 2,800 for medicine. Transfer fast at http://healthrelief-now.com. Please care for me!"
"normal","Work Update","Yo, team meeting tomorrow at 10 AM in the conference room. Don’t be late!"
"fraud","Job Offer Scam","JOB OPENING! ₹15,000/week. No experience required. Apply: http://easyearnchennai.net"
"normal","Travel","Landed in Kolkata! Heading for some rasgulla first. Catch up soon!"
"fraud","Financial Fraud","URGENT: Rs. 10,000 loan approved by IDFC Bank! Claim now at http://idfc-loanclaim.in before offer expires!"
"fraud","Service Fraud","Immediate Action! Your internet connection is blocked. Reactivate at http://webaccess.india-secure.com urgently!"
"fraud","Financial Fraud","URGENT: Your SBI account is at risk of closure! Verify now at http://sbi-safeverify.in or lose access immediately!"
"normal","Service Inquiry","Are there any discounts for bulk orders during Diwali?"
"fraud","Investment Scams","Alert! 500% returns on ₹10,000 investment! Don’t miss out. Visit: http://bharatprofit-secure.com"
"fraud","Job Offer Scam","ALERT! ₹20,000/month home job. No qualifications needed. Secure spot: http://quickpayjob.com"
"normal","Entertainment","Yo, tickets for the Arijit Singh concert are live. Hurry, let’s book now!"
"fraud","Fake Delivery Scam","DHL Notice: Missed delivery! Reschedule immediately at http://dhl-quickfix.co.in or parcel will be returned!"
"fraud","Investment Scams","Hurry! Invest ₹5000 & get ₹50,000 in 10 days! Limited seats. Click now: http://quickrich-india.com"
"normal","Service Inquiry","Hi, do you guys have any special offers for senior citizens?"
"fraud","Impersonation","Urgent! SBI Alert: Your account is at risk. Verify identity now at http://sbi-safeaccess.in to avoid suspension. Act fast!"
"fraud","Fake Delivery Scam","India Post: Your parcel is at risk! Verify address at http://postindia-check.in within 24 hrs to save it!"
"fraud","Fake Delivery Scam","DTDC Alert: Package stuck at hub. Update details at http://dtdc-urgent.in or it will be sent back tomorrow!"
"fraud","Impersonation","Axis Bank Urgent: Your debit card is blocked. Reactivate it at http://axis-cardverify.org before it’s too late!"
"normal","Social","Yo, are you joining us for the Diwali party at Rohan’s place?"
"fraud","Phishing","Warning! Your Axis Bank account is at risk. Confirm details at http://axis-safeportal.com before it’s blocked!"
"fraud","Identity Theft","Danger! Your personal info is leaked. Protect it now at http://id-shieldindia.net or risk fraud!"
"fraud","Loan Scam","Emergency! Rs. 3.5 lakh loan ready. No credit check. Click: http://speedcash.indiahelp.co or call 9122113344."
"fraud","Subscription Scam","Attention! Your Netflix India account is suspended. Reactivate at http://netflix-india-verify.com before it’s too late!"
"normal","Education","Reminder: Parent-teacher meet this Saturday at 10 AM. Bring ‘em along!"
"fraud","Investment Scams","Emergency! 350% returns on ₹5000. Don’t delay, visit: http://rupeeboost-secure.com"
"normal","Social","Hey, you up for a movie this weekend? New Bollywood flick!"
"fraud","Impersonation","SBI Fraud Alert: Unauthorized transaction detected. Stop it at http://sbi-transactstop.in before funds are lost!"
"fraud","Loan Scam","Alert! Instant Rs. 2.5 lakh loan approved. Click to get funds: http://rapidcash.loansecure.in or call 9876543210."
"normal","Family","Dad, thanks for the lift today. Saved me in this Mumbai traffic!"
"fraud","Identity Theft","Warning! Aadhaar misuse detected. Act now at http://aadhaar-safenow.in or face government action!"
"normal","Recreation","Yo, let’s chill at Bandra Bandstand with some vada pav. Tonight?"
"fraud","Service Fraud","Alert! Your cable TV service will stop tonight. Renew at http://tvsecure.indiaquick.com to avoid interruption!"
"fraud","Lottery Scam","Congrats! You’ve won Rs. 15 lakhs in Bharat Lotto! Claim now at http://bharatwin-claim.org before it’s gone!"
"fraud","Phishing","Warning! Fraud detected on your Union Bank account. Secure it at http://unionbank-protect.com right now!"
"fraud","Impersonation","PNB Warning: Unpaid loan detected. Avoid legal action by paying at http://pnb-debtclear.in now. Time-sensitive!"
"normal","Family","Hey Bro, cricket match at the park tomorrow. You joining?"
"fraud","Emotional Manipulation","Mummy, I’m in trouble! Need Rs. 3,000 for urgent repair after accident. Send to http://fixnow-india.com. I’m stranded!"
"fraud","Identity Theft","Danger! Identity theft attempt on your account. Verify at http://secure-idcheck.in or face immediate closure!"
"normal","Delivery Update","Heya, your package is on the move. Likely to arrive by noon today."
"fraud","Fake Delivery Scam","Amazon India: Order delayed! Pay ₹49 clearance fee at http://amazon-clear.in to get it delivered today!"
"normal","Entertainment","Hi, the new horror movie at INOX is getting mad hype. Wanna watch this Friday?"
"fraud","Loan Scam","Financial SOS! Rs. 6 lakh loan approved. Claim now: http://easycash.loanindia.net or risk losing this offer!"
"normal","Service Inquiry","Is your team available in Mumbai suburbs for repairs?"
"fraud","Lottery Scam","Congratulations! You’ve won Rs. 7 lakhs in Desi Lotto! Act fast, visit http://desiwin-claim.in today!"
"fraud","Service Fraud","Danger! Your power supply will be cut in 4 hours. Pay at http://power.indiaemergency-pay.com to prevent blackout."
"fraud","Emotional Manipulation","Sister, I’m in danger! Need Rs. 2,000 for a ticket to escape. Click http://urgent-travel-aid.in. Please, I’m begging!"
"normal","Work Update","Hey, can you cover my shift tomorrow? Got a family thing in Delhi."
"normal","Entertainment","Bro, there’s a gaming expo in Mumbai soon. Let’s check out the cool stuff!"
"normal","Travel","Yo, just reached Kerala! Can’t wait for some backwater vibes. Talk later!"
"normal","Sports","Hey, India vs Pakistan T20 clash this Sunday. Let’s watch together!"
"fraud","Phishing","Emergency! ICICI Bank detected fraud on your account. Verify at http://icici-protectnow.com immediately!"
"normal","Work Update","Hi, client call at 11 AM today. Be prepared with the stats!"
"normal","Recreation","Yo, up for a cricket match at the local ground tomorrow evening?"
"fraud","Fake Delivery Scam","Blue Dart Warning: Package pending! Confirm details at http://bluedart-verify.in before it’s sent back to sender!"
"fraud","Financial Fraud","CRITICAL: Rs. 2,000 withdrawn from your PNB account! Stop further loss at http://pnb-stopfraud.in now!"
"fraud","Financial Fraud","SHOCKING: Rs. 3,500 debited from your Union Bank account! Dispute now at http://unionbank-refund.in!"
"fraud","Subscription Scam","Warning! Your ALTBalaji subscription is expiring. Renew urgently at http://altbalaji-renewpay.com to continue."
"fraud","Lottery Scam","Hurry! You’ve won Rs. 5 lakhs in Mumbai Lotto! Click http://mumbailucky-win.org to secure your prize!"
"normal","Sports","Dude, that catch by Jadeja in the Test match was unreal! Pure class!"
"normal","Social","Hey, let’s hit the mall tomorrow. Need to shop for Rakhi!"
"normal","Recreation","Let’s plan a fun day at EsselWorld this weekend. You game?"
"fraud","Lottery Scam","Congrats! Rs. 6 lakhs in India Super Draw! Claim fast at http://superwin-india.in before deadline!"
"normal","Work Update","Just a heads-up, the presentation is ready. Check your email, ok?"
"fraud","Job Offer Scam","Immediate Hiring! ₹1,000/day from home. No skills required. Click: http://easyworkmumbai.xyz"
"fraud","Emotional Manipulation","Uncle, I’m in a crisis! My friend is hurt, need Rs. 6,000 for hospital. Click http://emergencycare-ind.com. Save us!"
"fraud","Loan Scam","Critical! Rs. 3 lakh loan waiting for you. No paperwork! Claim now: http://easyloan.indiafunds.com. Hurry before it expires!"
"normal","Education","Hey, seminar on career options tomorrow at Audi 1. Don’t skip!"
"fraud","Financial Fraud","ALERT: Your Yes Bank card is blocked due to fraud! Unblock at http://yesbank-unlock.in or lose access!"
"fraud","Fake Delivery Scam","Ecom Express: Missed delivery attempt. Reschedule at http://ecom-fasttrack.in or face return of shipment!"
"normal","Entertainment","Hi, there’s a stand-up comedy show in Delhi next week. Wanna go laugh our heads off?"
"normal","Social","Yo, let’s plan a trip to Goa for New Year. What say?"
"normal","Work Update","Hey team, our Diwali bonus got credited. Check your accounts!"
"fraud","Subscription Scam","Emergency! Your SonyLIV payment declined. Update card details at http://sonyliv-fixpay.net to continue watching."
"fraud","Identity Theft","Warning! Suspicious activity on your Aadhaar. Verify urgently at http://aadhaar-securehub.com or face penalties!"
"normal","Family","Fam, let’s plan a Diwali shopping trip this weekend. Who’s free?"
"fraud","Financial Fraud","PANIC: Suspicious activity on your Canara Bank account! Verify at http://canara-safezone.in or risk closure!"
"normal","Family","Hey Sis, got your favorite ladoos from the sweet shop. Come over!"
"fraud","Financial Fraud","ALERT: Rs. 5,000 debited from your HDFC account! Confirm if authorized at http://hdfc-checknow.com or face penalty!"
"fraud","Phishing","Danger! Suspicious login on your Canara Bank account. Act now at http://canara-securelink.com to save funds!"
"fraud","Phishing","Urgent notice! Your IDBI Bank account is under review. Confirm at http://idbi-safetycheck.com or lose access!"
"fraud","Identity Theft","Critical! Your PAN card data is compromised. Secure it at http://pan-protectnow.com or face legal trouble!"
"normal","Education","Yo, extra class for Maths at 3 PM in Room 12. Be there!"
"fraud","Investment Scams","Emergency! Last chance for 300% profit in 7 days. Secure spot at: http://indiamoney-grow.com"
"normal","Recreation","Hi, wanna join me for a cycle ride around Marine Drive this Sunday?"
"normal","Delivery Update","Good update! Your order will be with you by 6 PM. Happy waiting!"
"fraud","Subscription Scam","Alert! Your Hotstar account is at risk. Verify payment immediately at http://hotstar-paymentfix.co to keep streaming."
"normal","Recreation","Hey, up for a quick badminton session at the club tonight?"
"fraud","Service Fraud","Urgent Notice! Your mobile service is suspended. Restore at http://telco.indiareactivate.com before it’s too late!"
"fraud","Subscription Scam","Urgent! Your JioCinema subscription payment failed. Update details now at http://jiocinema-securefix.in to avoid suspension!"
"normal","Delivery Update","Great news! Your order is out for delivery. Should reach you by evening."
"fraud","Identity Theft","Urgent! Your ID details are at risk. Update now at http://protect-myidindia.com or risk fraud charges!"
"normal","Sports","Watching the Badminton India Open tonight. Sindhu’s gonna kill it!"
"normal","Recreation","Hi, wanna go for a morning walk at Sanjay Gandhi National Park tmrw?"
"fraud","Job Offer Scam","Dream Job! Earn ₹40,000/month remotely. Hurry, apply before it’s gone: http://indiajobhub.in"
"normal","Education","Results for mid-terms are posted on the college website. Check now!"
"fraud","Identity Theft","Alert! Your identity is at risk. Secure your details now at http://id-safeguard.in or lose access to your bank accounts!"
"normal","Recreation","Hey, found a cool spot for camping near Lonavala. Up for it?"
"normal","Delivery Update","Hi there, your delivery is en route. Expect it by tonight in Mumbai."
"normal","Entertainment","Hey, did you catch the latest episode of that desi reality show? So much drama!"
"fraud","Tech Support Scam","Alert! Your device is compromised. Call Tech Support at 1-800-555-6789 before it’s too late!"
"normal","Travel","Quick heads-up: I’m at Delhi airport, boarding for Mumbai in 20 mins."
"normal","Sports","Bro, Mumbai Indians nailed it last night! What a comeback in IPL!"
"normal","Work Update","Hey, project deadline moved to Friday. Let’s wrap it up soon!"
"fraud","Phishing","Urgent! HDFC Bank needs your verification. Click http://hdfc-accountverify.com to avoid account suspension!"
"fraud","Lottery Scam","Alert! Rs. 9 lakhs prize waiting! Don’t miss out, visit http://lotteryindia-claim.com before it’s too late!"
"fraud","Lottery Scam","Great news! $15,000 lottery win for you! Claim now at http://indiaprize-secure.net or lose it forever!"
"fraud","Tech Support Scam","Warning! Hackers targeting your phone. Secure it by calling 1-866-777-4321 immediately!"
"fraud","Loan Scam","Last warning! Rs. 2 lakh loan offer expiring today. Claim: http://instarupee.loantrust.org. Don’t regret missing this!"
"fraud","Tech Support Scam","Alert! Your phone is hacked. Call 1-800-999-1234 now to save your data before it’s too late!"
"normal","Delivery Update","Yo, your delivery is scheduled for tomorrow morning. Stay tuned!"
"fraud","Identity Theft","Urgent! Identity theft alert. Update your details at http://safe-idverify.in or lose all financial access!"
"normal","Work Update","Quick update: boss wants the report by 5 PM. Let’s hustle!"
"fraud","Investment Scams","Don’t wait! 600% returns on small investments. Secure at: http://bharatwealth-now.com"
"normal","Travel","Just touched down in Ahmedabad! Grabbing some dhokla before heading out."
"normal","Service Inquiry","Hi, can you confirm if you service rural areas near Pune?"
"fraud","Subscription Scam","Urgent Notice! Your MX Player Premium payment failed. Update at http://mxplayer-secure.in to avoid account deletion."
"normal","Service Inquiry","Hi, do you repair laptops? Mine’s not starting up."
"normal","Travel","Hey, arrived in Udaipur! The lake view is stunning. Will call later."
"normal","Sports","Got tickets for the Ranji Trophy final in Mumbai. Wanna join?"
"normal","Travel","Hey, just landed in Goa! Heading to the beach soon. Will call later!"
"normal","Travel","At the gate in Bangalore, flying to Hyderabad in 15 mins. Talk soon!"
"fraud","Fake Delivery Scam","FedEx Urgent: Delivery failed. Update info at http://fedex-resolve.in now or your item will be discarded!"
"fraud","Loan Scam","Hurry! Rs. 1 lakh instant loan for you. Click to secure: http://quicklend.safemoney.in. Offer valid for 24 hours only!"
"normal","Sports","Pumped for the Pro Kabaddi League finals! Who’re you rooting for?"
"normal","Family","Everyone, movie night at home tomorrow. Pick a Bollywood flick!"
"fraud","Tech Support Scam","Urgent! Virus detected on your device. Fix it at http://inditech-guard.com or lose everything!"
"fraud","Identity Theft","Emergency! Your personal data is exposed. Secure it at http://id-guardhub.net or lose everything!"
"normal","Family","Mom, I’m making paneer tikka for dinner. Want anything else?"
"normal","Sports","Hey, let’s hit the local gully cricket match this evening. You in?"
"fraud","Loan Scam","Urgent! Rs. 1.5 lakh emergency loan ready. No verification needed. Apply: http://quickrupee.safelend.co. Don’t miss out!"
"normal","Recreation","Let’s hit the beach for some volleyball at Juhu. Saturday cool?"
"normal","Family","Hey Mom, did you try the new samosa place near home? How was it?"
"normal","Service Inquiry","Hey, my Wi-Fi is super slow today. Can you help fix it ASAP?"
"normal","Education","Yo, group study at my place tonight for History. Snacks on me!"
"fraud","Financial Fraud","WARNING: Your Axis Bank account is compromised! Act fast at http://axis-securelink.co.in to prevent fraud!"
"normal","Delivery Update","Hi, your package is out for delivery. Look for it around lunchtime!"
"fraud","Job Offer Scam","Hurry! Earn ₹2,000/day from home. Slots closing soon. Register: http://fastjobkolkata.in"
"normal","Service Inquiry","Hey, my fridge is making weird noises. Can someone check it?"
"fraud","Investment Scams","Quick! ₹1000 investment = ₹10,000 profit in a week. Act now: http://indiagold-invest.com"
"fraud","Impersonation","IRS India Alert: Tax refund delayed. Avoid penalties by updating details at http://irs-indiarefund.com. Immediate action needed!"
"normal","Family","Dad, can you help with my math homework tonight? Stuck on algebra!"
"normal","Recreation","Hey, let’s go for a trek in the Western Ghats this weekend. You in?"
"fraud","Loan Scam","Time-sensitive! Rs. 2.8 lakh loan at low interest. Apply: http://fastpay.securefunds.co.in or call 9111223345."
"normal","Family","Fam, let’s visit Nana-Nani this Sunday. Been a while!"
"fraud","Phishing","Alert! Your SBI account shows unusual activity. Secure it now at http://sbi-securelogin.com or risk losing funds!"
"normal","Travel","Hey, flight’s delayed at Chennai airport. Will update you soon."
"fraud","Impersonation","Hi, it’s Priya from HR. Emergency! Buy ₹3000 Flipkart gift cards for a team event. Text codes to 8765432109 now!"
"normal","Family","Hey everyone, Rakhi shopping done. Can’t wait to celebrate!"
"fraud","Impersonation","ICICI Bank Notice: Suspicious activity detected. Secure your account immediately at http://icici-secureverify.co. Don’t delay!"
"fraud","Service Fraud","Warning! Your water bill is overdue. Avoid disconnection, pay at http://waterpay.indiasafe-hub.com immediately!"
"normal","Travel","Just got to Shimla! Snow everywhere, it’s unreal. Will text later!"
"normal","Work Update","Hi, let’s discuss the Mumbai project over chai at 3 PM today."
"fraud","Fake Delivery Scam","India Post Alert: Package undelivered! Update details now at http://indiapost-update.in or lose your shipment!"
"fraud","Service Fraud","Critical Alert! Your gas connection bill is unpaid. Avoid suspension, pay at http://gasbill.indiaquickpay.com now!"
"fraud","Emotional Manipulation","Beta, it’s urgent! I’m in debt and need Rs. 5,000 to avoid jail. Send to http://debtfree-help.com. Don’t let me suffer!"
"normal","Education","Library fines due this week. Clear ‘em before the last date!"
"normal","Service Inquiry","Hey, my geyser stopped working. Need urgent help!"
"fraud","Loan Scam","Crisis fund! Rs. 5 lakh loan approved for you. Act fast: http://cashnow.securepay.in or call 9001122334. Limited time!"
"fraud","Subscription Scam","Alert! Your Voot account needs urgent verification. Click http://voot-securepay.org to update details and keep streaming."
"normal","Entertainment","Hey, just finished a mind-blowing Indian web series on Netflix. You gotta watch it!"
"fraud","Emotional Manipulation","Papa, I’ve been robbed! Need Rs. 4,500 to survive. Help me at http://lostmoney-aid.com. I’m helpless without you!"
"fraud","Fake Delivery Scam","Urgent: Your Flipkart order is stuck. Pay ₹99 processing fee at http://flipkart-release.in to avoid cancellation!"
"fraud","Subscription Scam","Critical! Your Disney+ Hotstar payment is overdue. Settle now at http://disneyhotstar-fix.in or lose access today!"
"normal","Recreation","Yo, let’s try paragliding in Kamshet next month. Thoughts?"
"fraud","Phishing","Alert! Your Bank of Baroda account is compromised. Verify at http://bob-safeguard.com before it’s too late!"
"fraud","Service Fraud","Urgent! Your mobile data plan expires in 2 hours. Recharge at http://quick.datareload-in.com to stay connected!"
"fraud","Lottery Scam","Urgent! You’ve won $5,000 in India Mega Lottery! Don’t miss, claim at http://megawin-india.net now!"
"normal","Work Update","Reminder: submit your expense report by tonight. Thanks, buddy!"
"fraud","Investment Scams","Invest ₹2000, earn ₹20,000 this month! Urgent slots. Join at: http://fastcash-desi.com"
"normal","Delivery Update","Hey, your parcel is almost here! Should drop by 4 PM today."
"normal","Entertainment","Hey, the new Bollywood blockbuster is out! Let’s catch it at PVR this weekend!"
"normal","Delivery Update","Awesome! Your order is on the way. Delivery expected by tomorrow in Delhi."
"fraud","Tech Support Scam","Help! Hackers accessed your phone. Fix it now at http://indiafix-tech.net or risk data loss!"
"normal","Social","Hi, wanna grab some vada pav after college? I’m starving!"
"fraud","Tech Support Scam","Urgent! Your phone is infected. Visit http://bharat-safehub.com to stop the attack now!"
"normal","Delivery Update","Hey buddy, your delivery is on track! Should hit Pune by tonight."
"fraud","Lottery Scam","Amazing! You’ve won Rs. 4 lakhs in Swadeshi Draw! Claim at http://swadeshiluck.in before time runs out!"
"fraud","Phishing","IMPORTANT! Your IDBI Bank account is at risk. Confirm details at http://idbi-safeguard.in urgently!"
"fraud","Loan Scam","Special Diwali offer! Rs. 15 lakhs loan with no fees. Apply: http://festivefunds.quickloan.co.in today!"
"normal","Service Inquiry","Hey, what’s the turnaround time for fridge repairs in Kolkata?"
"normal","Travel","Reminder: Don’t forget your jacket for our Leh trek. It’s chilly!"
"fraud","Investment Scams","Last day! Invest ₹5000 & earn ₹50,000 by next week! Don’t wait! Visit: http://indiagold-invest.com"
"fraud","Subscription Scam","Urgent! Your Netflix account is at risk. Secure it now to avoid suspension: http://netflix-safety.in"
"normal","Travel","Hey, just booked a trip to Goa for the long weekend. Coming along?"
