Label,Type,Text
normal,Family,"Mom, can you send me your special dal recipe? Missing home food."
fraud,Service Fraud,Critical Alert! Your ACT Fibernet bill is pending. Pay at http://actfiber.urgentbill.in now or face service suspension!
normal,Work Update,"Hey team, meeting shifted to 4 PM today at the office. Be there!"
normal,Education,"Yo, don’t miss the guest lecture by Prof. Sharma at 11 AM in Audi 1."
normal,Recreation,"Yo, there’s a street food fest in Chandni Chowk. Let’s go!"
fraud,Identity Theft,Emergency! Protect your Aadhaar from fraud. Click http://aadhaar-securezone.com to verify now!
fraud,Subscription Scam,Your Netflix account is on hold due to unpaid dues. Pay now at http://netflix-india-secure.org or lose access!
normal,Education,Reminder: Submit your history essay on the portal by tonight. Hurry!
fraud,Service Fraud,Emergency! Your Tata Sky account is expiring. Renew at http://tatasky.urgentpay.io or lose channels by midnight!
fraud,Phishing,Urgent! Your ICICI Bank card is suspended. Verify identity at http://icici-verifynow.com to reactivate!
fraud,Loan Scam,Struggling with bills? Rs. 2 lakhs loan ready. Click: http://safecash.loaninstant.in or miss this lifeline!
fraud,Identity Theft,Critical Update! Your PAN is at stake. Confirm details at http://pan-safeguard.in or face penalties!
fraud,Tech Support Scam,Warning! Suspicious activity on your device. Call 1-877-888-4567 now to save your personal info!
normal,Sports,"Hey, got passes for the IPL match in Mumbai tomorrow. You in?"
normal,Social,"Hi, you up for a Bollywood movie marathon this Saturday?"
normal,Entertainment,"Yo, have you checked out the latest Badshah album? Total banger!"
normal,Travel,"Hey, arrived in Chennai. The heat’s on! Let’s talk after I rest a bit."
fraud,Service Fraud,Attention! Your Vi mobile plan is about to lapse. Secure it at http://vi.planrenewal.co.in or risk losing network access!
normal,Social,"Hey, you free for a chai date tomorrow? Miss our chats!"
fraud,Job Offer Scam,"DREAM JOB! Make ₹40,000/month from home. Hurry, limited slots! Apply: http://fastworkindia.net"
normal,Education,Reminder: Pay the semester fees by this weekend on the uni website.
normal,Social,"Hey, how’s life? Let’s chill at Marine Drive soon."
normal,Education,"Hey, let’s meet at the canteen to discuss the science fair project."
normal,Travel,Touched down in Mumbai! Can’t wait for some vada pav. Chat later!
fraud,Tech Support Scam,Alert! Your device is compromised. Call 1-866-999-3210 urgently to stop hackers from stealing data!
fraud,Service Fraud,Critical! Your BSNL internet bill is unpaid. Avoid suspension by paying at http://bsnl.fastbillcheck.in right now!
normal,Service Inquiry,"Hello, do you provide installation services in Bangalore?"
fraud,Loan Scam,Urgent loan of Rs. 3.5 lakhs waiting for you! Don’t delay. Visit: http://instafunds.indiadeal.co.in now!
normal,Sports,"Bro, let’s watch the ISL football final at my place. Snacks on me!"
normal,Entertainment,"Hey, let’s hit up the local mela for some fun and chaat this evening!"
normal,Recreation,Fancy a bike ride to Murthal for some dhaba food? Let’s roll!
fraud,Subscription Scam,Emergency! Your SonyLIV subscription is suspended. Reactivate at http://sonyliv-restart.co.in before it’s too late!
normal,Sports,"Hey, got extra tickets for the Delhi Capitals game. Wanna join?"
fraud,Financial Fraud,"EMERGENCY: Rs. 10,000 unauthorized charge on your ICICI account. Confirm identity at http://icici-verifysecure.com immediately!"
fraud,Fake Delivery Scam,India Post Critical: Package delayed due to customs fee. Pay ₹150 now at http://indiapost-customs.in to avoid cancellation!
fraud,Fake Delivery Scam,DTDC Notice: Your shipment is on hold due to address error. Fix it at http://dtdc-addressupdate.in before cancellation!
fraud,Service Fraud,Warning! Your Reliance broadband is at risk. Clear dues at http://reliance.netpaysecure.com to prevent disconnection!
fraud,Phishing,Urgent! Your Union Bank card is blocked. Unblock it at http://unionbank-verify.in before it's too late!
normal,Social,"Hey, how’s it going? Let’s grab some vada pav this weekend!"
fraud,Investment Scams,"Shocking! ₹1L turns into ₹10L in 15 days! Don’t wait, click: http://megarupee-boom.com Today!"
fraud,Investment Scams,Quick! Double your savings with our secret Reliance stock tip! Visit: http://reliancecash-now.com Hurry!
fraud,Financial Fraud,ALERT: Your Bank of Baroda card is locked due to suspicious activity. Unlock at http://bob-safeaccess.com now!
normal,Travel,"Hey, just landed in Goa! The beaches are calling. Will call you after settling in."
fraud,Identity Theft,Urgent Notice! Your ID is under threat. Confirm at http://india-idverify.com or face suspension!
normal,Education,"Don’t forget, tomorrow’s holiday for Diwali. Enjoy the break!"
fraud,Identity Theft,Danger! Identity theft alert. Secure your Aadhaar at http://aadhaar-safetyhub.com before it’s too late!
fraud,Tech Support Scam,Critical! Malware detected on your system. Visit http://fixtech-bharat.com to avoid permanent damage!
fraud,Financial Fraud,ALERT: Suspicious activity on your HDFC card. Secure your account at http://hdfc-protectnow.com before it’s blocked!
fraud,Tech Support Scam,Alert! Critical virus detected on your PC. Call Tech Support at 1-800-555-1234 to prevent data theft!
fraud,Financial Fraud,"ATTENTION: Fraudulent Rs. 3,500 transaction detected on your PNB card. Act now at http://pnb-securecheck.com to stop it!"
normal,Entertainment,Just finished watching a crazy IPL match. You saw that last over? Insane!
fraud,Subscription Scam,Warning! Your Zee5 subscription will be cancelled in 24 hours. Update card info at http://zee5-saveplan.in now!
fraud,Tech Support Scam,Emergency! Your system is hacked. Visit http://safetech-indiafix.com immediately to protect your files!
normal,Entertainment,The new web series on Hotstar is addictive! Binge with me this weekend?
fraud,Service Fraud,Urgent! Your Airtel broadband is at risk of disconnection. Pay now at http://airtel.safebillpay.com to avoid losing service today!
fraud,Fake Delivery Scam,India Post Alert: Your parcel delivery failed due to incorrect address. Update now at http://indiapost-fix.com/urgent or it will be returned!
fraud,Job Offer Scam,"RARE CHANCE! ₹45,000/month remote job. No experience needed. Click: http://jobnowindia.xyz"
normal,Entertainment,"Hey, got passes for the Mumbai Film Festival next week. Wanna come along?"
fraud,Investment Scams,Don’t miss out! ₹10L profit guaranteed in 30 days! Secure spot at: http://indiagrowth-hub.com Now!
normal,Work Update,"Guys, the client feedback is in. Review it on the shared folder."
normal,Service Inquiry,"Hey, can you confirm if my order is ready for pickup in Mumbai?"
normal,Recreation,How about a picnic at India Gate this Sunday? Pack some parathas!
fraud,Impersonation,Income Tax Dept: Your PAN is flagged for fraud. Pay dues at http://taxclearance-india.com or face legal action!
fraud,Subscription Scam,Urgent! Your Amazon Prime subscription expires today. Renew now at http://prime-renewal-india.com or lose access!
normal,Delivery Update,Update: Your JioMart shipment is on the way. Expected by tomorrow evening.
fraud,Lottery Scam,Big News! You’ve won Rs. 3 lakhs in Desi Lottery! Claim urgently via http://desilotto.cashwin.org or forfeit!
normal,Delivery Update,Your Zomato order is out for delivery. Should be at your doorstep by 2 PM.
fraud,Loan Scam,Instant Rs. 4 lakhs loan at 2% interest. Don’t miss out! Apply: http://cashflow.quickloan.co.in before slots fill up.
fraud,Service Fraud,Alert! Your Hathway broadband payment is overdue. Pay now at http://hathway.quicksettle.com to stay connected!
normal,Education,"Hey, need notes for the econ chapter? I’ve got them, ping me!"
fraud,Phishing,Alert! Your SBI account shows unusual activity. Secure it now at http://sbi-safeaccess.in before it's blocked!
normal,Service Inquiry,"Hello, can you check if my repair is done at your Chennai branch?"
fraud,Job Offer Scam,"WARNING! Miss this and regret! ₹50,000/month job. Apply now: http://indiadreamjob.in"
fraud,Subscription Scam,Critical! Your Disney+ Hotstar plan expires tonight. Renew at http://disneyhotstar-renewal.com or lose benefits!
fraud,Investment Scams,Alert! Rare chance to join VIP investors. 300% returns! Call now: 1800-123-4567 Don’t delay!
normal,Family,"Hey Mom, did you eat lunch? Don’t skip meals, okay? Love you!"
fraud,Subscription Scam,Warning! Your AltBalaji subscription is overdue. Pay now at http://altbalaji-clearbill.co.in to restore access!
fraud,Investment Scams,Time-sensitive! Join our elite Mumbai investor group for instant profits! Click: http://mumbaicash-elite.com
fraud,Tech Support Scam,Danger! Virus attack on your computer. Secure it at http://inditech-guard.com or risk losing everything!
fraud,Emotional Manipulation,"Brother, I’m in a crisis! Need Rs. 10,000 for a legal issue. Pay at http://lawyer-helpnow.com. Don’t ignore me!"
fraud,Tech Support Scam,Emergency! Your PC is at risk. Call Tech Support at 1-888-777-6543 now to secure your files!
fraud,Investment Scams,Last chance! Invest in our secret BSE stock tip for 500% returns! Visit: http://bseprofit-zone.com Act fast!
normal,Delivery Update,"Yo, your delivery from BigBasket is coming! Should reach by morning tomorrow."
fraud,Financial Fraud,CRITICAL: Your Kotak Bank account shows unusual login attempts. Verify at http://kotak-trustverify.com or risk fraud!
fraud,Lottery Scam,"Congrats! You’ve won $15,000 in National Lotto! Claim at http://nationallotto.prizehub.in or lose it by tomorrow!"
fraud,Subscription Scam,Your Voot subscription payment declined. Update info at http://voot-urgentpay.in or face account suspension!
fraud,Lottery Scam,"Urgent! You’ve won $8,000 in Swadeshi Lottery! Visit http://swadeshilotto.winfast.co to grab your prize today!"
fraud,Emotional Manipulation,"Grandma, I’m in trouble! Lost my wallet in Bangalore. Need Rs. 2,500 to get by. Send to http://cash-help.in. Please!"
normal,Entertainment,"Yo, the new Arijit Singh track is pure magic! Have you heard it yet?"
fraud,Identity Theft,Alert! Fraud attempt on your PAN. Verify now at http://pan-protectindia.net or risk account closure!
normal,Family,"Mom, I’m bringing friends over for Diwali snacks. Hope that’s cool!"
fraud,Impersonation,"Hi, it’s your boss, Mr. Sharma. Urgent! Buy ₹5000 Amazon gift cards for a client. Text codes to 98765-43210 now. Hurry!"
fraud,Fake Delivery Scam,Blue Dart Warning: Package delayed due to unpaid fees. Pay ₹200 at http://bluedart-paynow.in or lose your shipment!
normal,Work Update,"Hey, tomorrow’s off for Diwali. Enjoy the festivities!"
fraud,Investment Scams,"Emergency! Your wealth awaits! Invest ₹5k, earn ₹50k by next week! Click: http://rapidrupee-gain.com"
fraud,Financial Fraud,"URGENT NOTICE: Rs. 7,800 charge flagged on your Canara Bank card. Secure it at http://canarabank-safenow.com today!"
fraud,Tech Support Scam,Alert! Severe virus on your device. Call 1-855-444-9876 immediately to prevent data loss!
fraud,Job Offer Scam,"URGENT! Work-from-home job, ₹50,000/month. No experience needed. Apply now: http://quickindiajobs.in"
fraud,Emotional Manipulation,"Mom, I’m in deep trouble! Need Rs. 5,000 for hospital bills after an accident. Pay at http://medhelp-now.in. Please save me!"
normal,Service Inquiry,"Hi, can I book a slot for car servicing in Ahmedabad tomorrow?"
fraud,Impersonation,HDFC Bank: Suspicious activity on your account. Secure it at http://hdfc-safetycheck.in or face suspension!
fraud,Emotional Manipulation,"Dad, I’ve been in an accident in Chennai. Need Rs. 6,000 for repairs. Pay at http://fixmycar-fast.com. Help me!"
normal,Recreation,Wanna join for a cricket match at the local ground tomorrow?
fraud,Loan Scam,Need cash urgently? Rs. 1.5 lakhs loan approved. Visit: http://easycredit.safeloan.in or call 9123009988 now!
fraud,Loan Scam,Financial crisis? Get Rs. 2.5 lakhs loan instantly. Apply: http://quickrelief.loanindia.net or regret later!
normal,Service Inquiry,"Hi, what are the charges for home delivery in Delhi?"
normal,Service Inquiry,"Hi, do you offer same-day delivery in Hyderabad?"
fraud,Impersonation,"Hey, it’s your cousin Neha. I’m in trouble. Send ₹5000 via http://emergencyfund-india.com. Save me!"
normal,Travel,"Hey, reached Delhi. Traffic’s crazy, but I’m excited! Will text tomorrow."
fraud,Impersonation,GST Dept: Unpaid taxes detected. Avoid penalties by paying at http://gstpayment-portal.co.in immediately!
normal,Work Update,"Reminder: Submit your weekly reports by EOD. Thanks, guys!"
fraud,Phishing,Important! Your Bank of Baroda login failed. Verify at http://bob-secureportal.co.in to regain access!
fraud,Job Offer Scam,"LAST DAY! Earn ₹30,000/week with remote work. Immediate joining. Click: http://easyjobindia.co"
fraud,Lottery Scam,"Winner Alert! $5,000 prize in India Mega Draw! Secure it now at http://megadraw.indiaclaim.net before 24 hrs!"
normal,Delivery Update,"Hey buddy, your parcel is heading to you! Delivery slotted for today by 5 PM."
fraud,Lottery Scam,"You’ve won Rs. 10 lakhs in National Lotto Draw! Act fast, visit http://claim.nationallotto.org or lose your chance!"
fraud,Loan Scam,Emergency loan of Rs. 9 lakhs at low EMI. Act now! Visit: http://instantfund.indiaeasy.com or call 9898765432.
fraud,Lottery Scam,Congrats! You've won Rs. 15 lakhs in India Lotto Bonanza! Claim now at http://winbig.indialottery.net before it’s too late!
normal,Work Update,"FYI, the client call is rescheduled to tomorrow morning at 10. Be ready!"
fraud,Job Offer Scam,"JOB SCAM ALERT! Earn ₹45,000/month. Instant start. Click now: http://securejobindia.xyz"
fraud,Tech Support Scam,Emergency! Your data is at risk. Call 1-800-900-5678 for urgent tech support. Act fast!
normal,Recreation,"Hey, got tickets for the IPL match. Join me at Wankhede Stadium?"
normal,Service Inquiry,"Hey, can you confirm if my repair is done? Dropped my phone last week."
fraud,Phishing,Emergency! Your ICICI account shows suspicious activity. Secure it at http://icici-protectnow.com immediately!
fraud,Investment Scams,Double your money in 48 hours! Limited slots for Indian investors. Join: http://quickrich-india.com
fraud,Lottery Scam,"Congratulations! Rs. 9 lakhs lottery win! Don’t miss out, click http://secure.indiajackpot.net to claim today!"
fraud,Tech Support Scam,Help! Virus detected on your mobile. Secure it now at http://safemydevice.in or face data theft!
normal,Service Inquiry,"Hi, is my subscription for Jio recharge due? Can you check?"
fraud,Subscription Scam,Help! Your SonyLIV subscription is about to lapse. Renew immediately: http://sonyliv-renewal.in
fraud,Investment Scams,Urgent offer! 400% returns in 3 days for first 50 investors. Visit: http://kolkatacash-pro.com
normal,Delivery Update,"Hey, your order is on the move! Should reach Pune by tomorrow afternoon."
fraud,Identity Theft,Warning! Suspicious activity on your ID. Confirm details at http://id-protectnow.in or lose access!
normal,Delivery Update,"Hey buddy, your delivery is coming! Should be at your doorstep by evening."
fraud,Loan Scam,Final notice! Rs. 3 lakhs loan approved. Act today! Visit: http://loansecure.fastapply.co.in or regret later!
fraud,Loan Scam,Critical alert! Rs. 4 lakhs loan ready. No paperwork! Click: http://fastfunds.indiaapprove.com or call 9988776655.
fraud,Service Fraud,Emergency! Your cable TV connection will be cut off today. Pay at http://cablepay-now.in to continue!
normal,Delivery Update,"Hi, your package is heading to Mumbai. Look out for it tomorrow morning."
normal,Entertainment,"Yo, just heard a dope new track by Badshah. Listen and tell me what u think!"
normal,Work Update,"Hi, the budget approval got delayed. Will update you by evening."
fraud,Lottery Scam,"Congrats! Rs. 3 lakhs lottery win is waiting! Don’t delay, visit http://claim.luckyindiawin.com before it expires!"
normal,Family,"Dad, thanks for always being there. Just felt like saying it!"
normal,Social,"Hey, are you up for a trek to Sinhagad Fort this Sunday?"
normal,Work Update,"FYI, the app demo is set for Friday at 11 AM. Mark your calendar!"
normal,Family,"Mom, can you send me your dal recipe? Craving it today!"
fraud,Financial Fraud,CRITICAL: Your Canara Bank card shows suspicious activity. Stop it at http://canara-securecard.in now!
fraud,Service Fraud,Alert! Your DTH service will expire in 2 hours. Pay now at http://dthrenew-safe.com to avoid blackout!
fraud,Service Fraud,Danger! Your Jio connection is flagged for non-payment. Settle at http://jiopay-secure.in urgently!
fraud,Impersonation,"Hi, it’s Ravi from HR. Need Rs.5000 via UPI for urgent office expense. Send now to 9876543210. Don’t delay!"
fraud,Emotional Manipulation,"Didi, I’m stuck in Mumbai with no money. Need Rs. 1,500 to get home. Click: http://travelrescue.in. Please save me!"
fraud,Loan Scam,Last offer! Rs. 10 lakhs loan at low rates. Click: http://instaapply.loantrust.in or lose this chance forever!
normal,Social,"Yo, long time! How’s everything? Let’s grab some vada pav soon."
fraud,Financial Fraud,EMERGENCY: Your ICICI account is at risk. Secure it at http://icici-protectnow.in or face suspension!
fraud,Financial Fraud,"WARNING: Rs. 5,000 withdrawn from your Axis Bank account. Confirm at http://axis-safetycheck.com urgently!"
fraud,Service Fraud,Warning! Your Dish TV subscription ends today. Renew at http://dishtvpay-quick.com to keep watching!
normal,Education,"Hey, I’ve got extra graph sheets for stats. Text if you need some for class."
fraud,Identity Theft,Alert! Identity breach detected. Confirm your details at http://safe-idcheck.in to avoid financial loss!
normal,Delivery Update,Update: Your Amazon order is on its way. Arrival expected by 5 PM today.
normal,Social,"Hey, just passed by your area. Miss our old school days, let’s catch up!"
fraud,Tech Support Scam,Warning! Device under attack. Protect your info at http://techguard-india.net or risk loss!
fraud,Tech Support Scam,Urgent Notice! Your phone is infected. Call 1-877-400-3210 for immediate assistance. Hurry!
normal,Education,Reminder: Submit your physics worksheet by Friday. Ping me if you need clarity!
normal,Delivery Update,"Hi, your item from Myntra is dispatched. Expect it by tomorrow in Bangalore."
fraud,Loan Scam,Emergency! Rs. 8 lakhs loan approved for you. Act fast! Visit: http://quickcash.secureloan.co.in before it expires!
fraud,Subscription Scam,Emergency! Your Netflix India account will be suspended. Update payment now: http://netflix-in-fix.com
fraud,Identity Theft,Warning! Your identity is at risk. Verify PAN at http://pan-guardnow.in to prevent unauthorized access!
fraud,Lottery Scam,Amazing news! Rs. 5 lakhs lottery prize is yours! Visit http://lotto.indiawinzone.com now or lose it forever!
fraud,Financial Fraud,WARNING: Your Bank of Baroda account is compromised. Secure at http://bob-safetyguard.com before it’s too late!
fraud,Loan Scam,Alert! Rs. 12 lakhs loan at 1% interest. Hurry! Click: http://safeapply.indialoan.net or call 9012345678.
normal,Entertainment,"Hey, got tickets for the IPL match next week. You in for some cricket fun?"
fraud,Tech Support Scam,Danger! Hacker activity detected. Fix it at http://indiasecure-tech.com before losing everything!
fraud,Loan Scam,Immediate Rs. 7 lakhs loan at 2% rate. Don’t delay! Visit: http://securecash.loaninstant.in or miss this deal!
normal,Sports,"Yo, our gully cricket team won by 20 runs today. Party at my place!"
fraud,Impersonation,Urgent! This is SBI. Your account is blocked. Verify now at http://sbi-safeaccess.in or lose access. Hurry!
fraud,Fake Delivery Scam,India Post Alert: Your parcel is undelivered due to address error. Update now at http://indiapost-update247.com or lose it!
fraud,Phishing,Urgent! Your HDFC Bank card is blocked. Reactivate at http://hdfc-securelink.com before transactions fail!
normal,Recreation,"Hey, let’s hit the badminton court at the club this evening. You in?"
normal,Social,"Hi, how’s the family? Let’s plan a Diwali get-together soon!"
normal,Work Update,"Hey, can you review the draft by EOD? Need your inputs ASAP."
fraud,Impersonation,Alert! Your Airtel account is at risk. Verify identity at http://airtel-secureid.in to avoid disconnection!
fraud,Emotional Manipulation,"Uncle, my shop in Kolkata burned down. Need Rs. 10,000 to rebuild. Help at http://shoprevive.in. I’m devastated!"
fraud,Loan Scam,Urgent! Rs. 15 lakhs loan waiting. Limited slots! Click: http://bigmoney.indiaquick.net or call 9876543210 now.
normal,Education,Library’s open till 8 PM today. Let’s go study for the semester exams!
normal,Service Inquiry,"Yo, is my Diwali gift order ready for pickup? Order #9012."
normal,Education,"Heads up, guest speaker on AI at college tomorrow, 11 AM. Don’t miss it!"
fraud,Loan Scam,Hurry! Rs. 5 lakhs loan at 1.5% interest. Don’t miss out! Click: http://easyloan.indiafast.net or call 9123456789 now!
fraud,Service Fraud,Alert! Your Vi recharge is pending. Prevent service stoppage at http://vipayment-fix.com today!
fraud,Financial Fraud,URGENT: Your SBI account shows unauthorized access. Verify now at http://sbi-safeverify.in or lose funds!
normal,Service Inquiry,"Hi, can you update me on my saree order #3456? Thanks a lot!"
normal,Entertainment,"Hey, Comedy Nights with Kapil is live in Mumbai next month. Tickets?"
fraud,Investment Scams,Exclusive for Indians! Triple your investment in 5 days. Act fast: http://delhigrowth-hub.com
fraud,Fake Delivery Scam,Aramex Notice: Shipment delayed due to unpaid fee. Settle ₹250 at http://aramex-indiafee.com to proceed!
fraud,Job Offer Scam,"LAST CHANCE! ₹55,000/month job. Work from Kolkata. Click: http://quickcashkolkata.net"
normal,Work Update,"Quick note, the vendor meeting got pushed to next Monday. Will share details."
normal,Education,"Yo, found a great YouTube channel for UPSC prep. Wanna check it out together?"
fraud,Phishing,Urgent Notice! Your Paytm wallet is at risk. Secure it at http://paytm-safepay.com before funds are lost!
fraud,Job Offer Scam,"URGENT JOB ALERT! Earn ₹50,000/month from home. No skills needed. Apply now: http://indiajobfast.co.in"
normal,Entertainment,"Yo, the new season of Mirzapur just dropped. Binge night at my place?"
fraud,Emotional Manipulation,"Bro, I’ve been fired from my job in Bangalore. Need Rs. 4,000 for rent. Send to http://rentrelief.in. Don’t let me be homeless!"
normal,Sports,Just finished a 10K run in Mumbai. Feeling pumped! Wanna train together?
fraud,Service Fraud,Urgent! Your broadband is at risk of suspension. Clear dues at http://netbill-secure.in immediately!
fraud,Service Fraud,Warning! Your mobile data pack expires tonight. Recharge at http://datafix-quick.com to stay connected!
fraud,Service Fraud,Critical! Your Airtel plan is overdue. Avoid disconnection by paying at http://airtelbill-safe.com now!
normal,Work Update,"Quick update, the project timeline has been shared on WhatsApp group. Check it out."
normal,Education,"Yo, let’s meet at CCD after class to discuss the math assignment. Cool?"
normal,Work Update,"Hey, let’s sync up on the Mumbai project today at 5 PM. Cool?"
fraud,Phishing,Alert! Your SBI account is at risk. Verify identity now at http://sbi-safeverify.com or lose access permanently!
normal,Entertainment,"Hey, let’s catch the new Bollywood flick this weekend at PVR. Heard it’s amazing!"
normal,Entertainment,"Yo, there’s a new mobile game trending. Wanna team up for a match now?"
normal,Family,"Aunty, can you teach me how to make perfect parathas? Pls!"
normal,Recreation,Wanna try out the new bowling alley in Bandra? I’m free this Sat!
fraud,Financial Fraud,URGENT: Fraud alert! Your PNB account needs verification. Click http://pnb-securelogin.in or risk losing money!
fraud,Phishing,Emergency! Your PhonePe account is under threat. Confirm at http://phonepe-verifylink.com or face suspension!
fraud,Impersonation,Alert! Income Tax Dept. Your refund is pending. Claim it at http://itax-refundindia.com before deadline expires!
fraud,Emotional Manipulation,"Sister, I’m stranded in Chennai after a robbery. Need Rs. 2,500 for a ticket. Pay at http://safejourney.in. I’m alone!"
normal,Social,"Yo, did you watch the latest IPL match? Crazy game, let’s discuss!"
fraud,Lottery Scam,Big Win Alert! Rs. 6 lakhs from Hindustan Lottery! Secure it at http://win.hindustanprize.in before someone else does!
normal,Social,"Bro, your WhatsApp status was hilarious! Let’s hang out this week."
fraud,Subscription Scam,Critical! Your JioCinema account payment declined. Fix now at: http://jiocinema-fixpay.com
fraud,Emotional Manipulation,"Papa, I’m in big trouble after a car crash. Need Rs. 5,000 for surgery. Please help at http://emergency-aid.in. I’m in pain!"
fraud,Identity Theft,Emergency! Your PAN card is compromised. Act now at http://pan-safetyverify.com to prevent fraud!
normal,Entertainment,"Hey, let’s hit up the Ganpati pandal hopping this weekend. Should be fun!"
normal,Family,"Hey everyone, I’m cooking biryani tonight. Drop by if free!"
fraud,Investment Scams,Urgent! Get 600% returns in just 7 days with our exclusive plan. Click now: http://indiaprofit-max.com
normal,Social,"Hey, saw your Insta story from Goa! Looks amazing, tell me all about it!"
normal,Family,"Bro, need help with my bike. Can you check it this evening?"
fraud,Identity Theft,Danger! Your ID details are exposed. Secure them at http://id-shieldguard.com before it’s too late!
fraud,Investment Scams,Last chance! Earn Rs. 5 Lakh in 15 days. Secure your spot at: http://bharatwealth-now.com
normal,Sports,"Bro, India vs Pak hockey match on TV today. Don’t miss it!"
normal,Sports,"Yo, IPL match tonight! CSK vs MI. Wanna watch at my place with some chai?"
fraud,Tech Support Scam,Urgent! Your phone is hacked. Call 1800-500-1234 for immediate tech support. Don’t wait!
normal,Travel,"Yo, just checked into a heritage hotel in Agra. Taj view is unreal!"
fraud,Subscription Scam,Danger! Your Voot account is expiring. Save it now: http://voot-secure-india.net
normal,Travel,"Hey, planning a trip to Ladakh next month. Wanna join the adventure?"
normal,Sports,Wanna join me for a morning jog at India Gate this weekend?
fraud,Phishing,Help! Your Kotak Mahindra account needs urgent verification. Click http://kotak-verifyfast.com to avoid closure!
normal,Service Inquiry,"Hey, do you guys deliver to Pune? Need some info."
fraud,Emotional Manipulation,"Dad, I failed my CA exams and I’m suicidal. Need Rs. 3,000 for counseling. Send to http://mentalcare.in. Save me!"
fraud,Emotional Manipulation,"Ma, I’ve been wrongly detained by police in Delhi. Need Rs. 4,000 for bail. Pay now: http://releasequick.co.in. I’m scared!"
normal,Delivery Update,"Hey, your parcel is on the way! Expect it by tomorrow evening in Delhi."
fraud,Impersonation,ICICI Bank Alert! Suspicious activity detected. Secure account at http://icici-safetycheck.in or risk closure!
normal,Travel,"Yo, just reached Shimla. Snow everywhere! Will send pics soon."
normal,Family,"Mom, I’m near your fave saree shop. Want me to pick something?"
fraud,Identity Theft,Critical! Protect your identity. Verify Aadhaar at http://aadhaar-securelink.in or risk legal action!
fraud,Job Offer Scam,"JOB OFFER! ₹30,000/week. Start now. No skills. Secure spot at: http://indiainstantjob.com"
normal,Recreation,"Yo, there’s a fun Holi splash event at the park. Let’s go tomorrow!"
fraud,Tech Support Scam,Warning! Malware attack on your device. Protect it at http://inditech-fix.com before it’s too late!
fraud,Identity Theft,Urgent! Aadhaar misuse reported. Secure it at http://aadhaar-protectsafe.com or face consequences!
fraud,Lottery Scam,"Lucky Winner! Rs. 8 lakhs awaits you in Bharat Lottery Draw! Hurry, click http://claim.bharatprize.in to secure your prize!"
fraud,Financial Fraud,"ALERT: Suspicious Rs. 10,000 transaction on your HDFC card. Stop it at http://hdfc-securealert.com now!"
normal,Recreation,"Hi, planning a trek to Lonavala this weekend. Wanna come along?"
fraud,Fake Delivery Scam,Flipkart Alert: Your order is at risk of cancellation. Verify at http://flipkart-orderconfirm.in immediately!
fraud,Investment Scams,Miss this & regret! Rs. 2 Lakh profit in 7 days. Join now: http://indiainvest-secure.com
fraud,Fake Delivery Scam,DTDC Alert: Package on hold due to incomplete address. Fix it now at http://dtdc-addressfix.in or risk return!
fraud,Identity Theft,Attention! PAN card under threat. Verify at http://pan-trustverify.in now or face account suspension!
fraud,Emotional Manipulation,"Bhai, I lost everything in a flood in Assam. Need Rs. 2,000 for food. Send to http://disasterhelp-now.in. Don’t let me starve!"
fraud,Fake Delivery Scam,DHL Critical: Pay ₹200 customs fee at http://dhl-indiapaynow.com to avoid package return within 24 hours!
normal,Sports,Got tickets for the ISL game in Kolkata. Wanna come cheer for ATK?
fraud,Job Offer Scam,"URGENT! ₹25,000/week job. Work from Mumbai home. Secure spot now: http://easyworkmumbai.in"
fraud,Job Offer Scam,"URGENT HIRING! ₹20,000/week. No experience. Apply before slots fill: http://workfromhomeind.in"
normal,Entertainment,"Hey, there’s a DJ night at Kitty Su this Friday. Let’s dance the night away!"
fraud,Impersonation,This is PNB. Your debit card is blocked. Unblock now at http://pnb-cardverify.co.in or lose access!
normal,Work Update,"Hey, just a heads-up, the team meeting is now on Zoom at 3 PM today."
fraud,Lottery Scam,Great news! Rs. 7 lakhs lottery prize! Click http://prize.indiawinners.club now to claim before midnight!
normal,Delivery Update,"Yo, keep an eye out! Your shipment is arriving today before 8 PM."
fraud,Subscription Scam,"Hurry! Your Netflix subscription failed. Avoid suspension, click: http://netflix-india-urgent.com"
normal,Family,"Fam, let’s do a Rakhi celebration Zoom call with cousins. Thoughts?"
fraud,Investment Scams,Don’t wait! 700% returns guaranteed this week. Click: http://mumbaicash-flow.com
fraud,Phishing,Warning! Your Axis Bank login is compromised. Reset at http://axisbank-fixaccess.com or face account suspension!
normal,Entertainment,"Yo, there’s a stand-up gig at Canvas Laugh Club tonight. Wanna go?"
fraud,Investment Scams,"Your chance to be a crorepati! Invest now, earn big. Click: http://bharatrich-zone.com"
fraud,Tech Support Scam,Help Needed! Virus on your phone. Call 1800-700-4567 now to stop hackers. Don’t delay!
normal,Recreation,Thinking of a movie night with some desi snacks. Join me tonight?
fraud,Subscription Scam,Alert! Your Amazon Prime subscription is expiring today. Renew urgently at: http://prime-renew-in.com
normal,Work Update,"Hi, don’t forget to submit the expense report by tonight. Thanks!"
fraud,Tech Support Scam,Alert! Your device is compromised. Call 1800-300-9876 for instant help. Don’t ignore this!
normal,Service Inquiry,"Hi, do you provide home delivery in Mumbai? Need to know ASAP."
normal,Social,"Hey, I’m craving some pani puri. Wanna join me after work?"
