"Type","Category","Message"
"normal","Recreation","Yo, let’s play volleyball at Juhu Beach this weekend. Bring friends!"
"fraud","Service Fraud","Urgent! Your Jio connection is at risk of suspension. Pay pending dues now at http://jio-securebill.in to avoid disconnection!"
"fraud","Financial Fraud","CRITICAL: Your Canara Bank net banking is suspended. Reactivate at http://canara-secureaccess.in or lose all access!"
"fraud","Service Fraud","Danger! Your Vi recharge failed. Avoid service cutoff by paying at http://vi-quickpay.india to restore connection!"
"fraud","Financial Fraud","Your refund of ₹7,500 from Amazon India is pending. Share bank details at http://amazon-refundclaim.in to process it fast!"
"fraud","Fake Delivery Scam","Missed Delivery! Your Amazon order awaits. Pay ₹199 for urgent dispatch at http://amazon-india-dispatch.com/paynow"
"normal","Delivery Update","Hello, your shipment from Myntra is on the road. Expect it by noon in Kolkata."
"fraud","Impersonation","Hey, it’s your boss, Mr. Sharma. Urgent client gift needed. Buy ₹10,000 Amazon cards. Text codes now!"
"normal","Travel","Can you check if my visa for Dubai is ready? Need it ASAP."
"fraud","Lottery Scam","Congrats! You've won Rs. 5 lakhs in the Delhi Mega Lottery! Claim now at http://winbig.lotteryindia.co or lose it forever!"
"normal","Education","Don’t forget, tomorrow’s the last day to pay the semester fees. Hurry!"
"fraud","Investment Scams","Last chance! Get 300% returns on your SIP investment. Secure your spot now: http://sipprofit-india.com"
"normal","Social","Missed the local train again! How do you manage to be on time? Haha."
"fraud","Tech Support Scam","Scam Alert! Unauthorized access to your device. Visit http://fixmydevice-india.com now to stop hackers!"
"fraud","Lottery Scam","Shocking! You’ve won Rs. 12 lakh in the Bangalore Bonanza! Don’t delay, click http://winnow.lottobangalore.in!"
"fraud","Emotional Manipulation","Grandma, it’s Arjun. I’m in jail in Hyderabad for a misunderstanding. Send Rs. 6,000 for bail at http://hyd-justice.in. I’m counting on you!"
"normal","Family","Bhai, let’s watch the India-Pakistan match together tonight. Snacks on me!"
"fraud","Impersonation","FINAL NOTICE! Income Tax violation detected. Pay ₹50,000 now to avoid jail: http://taxpay-india.gov"
"fraud","Investment Scams","Hurry! Special RBI-approved investment scheme with 400% returns. Click: http://rbiwealthscheme.com"
"normal","Travel","Booked a cab for our Agra trip. Taj Mahal, here we come!"
"fraud","Lottery Scam","Congratulations! Win Rs. 8 lakh from India Super Lotto! Call 9876543210 now or lose your prize forever!"
"fraud","Fake Delivery Scam","Your Myntra order is stuck! Immediate action needed. Click http://myntra-deliveryfix.co.in/help to avoid return to sender."
"normal","Recreation","Hey, wanna join me for a trek near Matheran this Sunday? Amazing views await!"
"fraud","Tech Support Scam","Threat detected! Your phone is compromised. Click http://safeindiatech-support.com to resolve this crisis now!"
"fraud","Emotional Manipulation","Dear Aunty, it’s Rohan. I’ve been arrested in Mumbai. Need Rs. 5,000 for bail. Call 9876543210 now. Don’t let me down!"
"fraud","Investment Scams","Don’t regret later! Invest in our Kerala gold fund & get instant profits. Visit: http://keralagoldinvest.com"
"normal","Family","Hey, let’s plan a family trip to Goa this winter. Thoughts?"
"fraud","Phishing","Warning! Your PAN card details need urgent update. Click to avoid penalty: http://pan-verifyindia.in"
"fraud","Job Offer Scam","High-Paying Job in Bangalore! ₹50,000/month. Limited seats! Apply here: http://bangalorejobs24.in"
"normal","Delivery Update","Yo, your parcel is out for delivery! Keep a watch, arriving in Hyderabad soon."
"normal","Family","Dad, I’ll be late from work. Don’t wait up for dinner, okay?"
"normal","Social","Saw your Diwali pics on Insta. You looked amazing in that lehenga!"
"normal","Sports","Dude, India’s T20 squad for the World Cup is out. Thoughts on the team?"
"fraud","Investment Scams","Warning! Your missed opportunity to triple your money ends today. Invest now: http://quickrichdelhi.com"
"fraud","Job Offer Scam","Mumbai Job Offer! ₹500/hour. No interview. Start today! Visit: http://mumbaiearnfast.com"
"fraud","Impersonation","Income Tax Dept: Your refund is pending. Claim it now or lose it! Click: http://taxrefund-india.co"
"normal","Recreation","Hi, I’m organizing a kabaddi game at the maidan. Join us Sunday?"
"normal","Work Update","Just checking, did you finish the client presentation? Need it by 5 PM."
"fraud","Job Offer Scam","Last Chance! ₹20,000/month job in Kolkata. Click to secure spot: http://kolkataworknow.org"
"normal","Education","Hey, did you check the new NCERT updates on the website? Super helpful!"
"normal","Delivery Update","Hey, your package is on its way! Expect delivery by evening in Mumbai."
"normal","Education","Great news! Our college fest is on next Friday. Don’t miss the fun!"
"normal","Travel","Flight to Kolkata tomorrow at 7 AM. Don’t be late picking me up!"
"fraud","Tech Support Scam","URGENT! Your Aadhaar-linked data is exposed. Call 1-844-555-1122 to secure it before fraudsters strike!"
"fraud","Lottery Scam","Urgent! Your Rs. 10 lakh prize from Mumbai Lucky Draw expires in 24 hrs! Visit http://claimnow.prizeindia.net to secure it!"
"fraud","Subscription Scam","Your Zee5 subscription payment failed. Avoid cancellation, update now: http://zee5-fixpayment.com"
"fraud","Investment Scams","Emergency! Double your savings in 48 hours with our Hyderabad plan. Act now: http://hydfastcash.com"
"normal","Recreation","Yo, let’s hit the gymkhana for a table tennis match tonight. Ready?"
"normal","Recreation","Hi, planning a day trip to Alibaug beach next weekend. You in?"
"fraud","Fake Delivery Scam","Alert! Your BlueDart package is delayed. Update shipping info at http://bluedart-trackupdate.org/in or face cancellation."
"fraud","Tech Support Scam","Help! Your personal data is being stolen. Call our tech team at 1-800-999-4455 to lock it down. Act before it's late!"
"normal","Service Inquiry","Hi, what’s the cost of a 1BHK painting job in Pune?"
"fraud","Subscription Scam","Your Amazon Prime membership is suspended. Update payment details immediately: http://prime-update.co.in"
"fraud","Lottery Scam","Alert! Rs. 15 lakh lottery win is unclaimed! Don’t miss out, verify at http://lotterywin.indiaclaim.org today!"
"normal","Service Inquiry","Are there any Diwali discounts on furniture this year?"
"fraud","Identity Theft","Urgent! Your Aadhaar is at risk of deactivation. Secure it now at http://aadhaar-protectnow.in or lose benefits!"
"fraud","Loan Scam","Need cash urgently? Rs. 3.5 lakh loan ready! Apply at: http://cashnow.securebharat.net. Hurry, offer valid for 12 hrs only!"
"normal","Family","Mom, I’ve made aloo parathas for breakfast. Come over if you’re free!"
"fraud","Subscription Scam","Hurry! Your Netflix subscription is about to end. Secure it at: http://netflix-keepwatching.in"
"normal","Entertainment","Just heard Badshah’s new track. Absolute banger! Listen and tell me what you think."
"normal","Sports","Yo, IPL fever is on! CSK vs MI tonight. Who’re you rooting for?"
"fraud","Emotional Manipulation","Bhai, I’ve been attacked in Pune. In hospital, need Rs. 5,500 for treatment. Click http://pune-emergency.net. I’m in so much pain!"
"normal","Work Update","Reminder: Submit your weekly update by EOD. Thanks, yaar!"
"fraud","Emotional Manipulation","Beta, it’s your Ma. I’m stuck at the hospital in Delhi. Need Rs. 10,000 for surgery. Click http://delhi-healthcare.in to help. Hurry, I’m scared!"
"normal","Recreation","Let’s watch the sunset at Marine Drive this evening. Chai on me!"
"fraud","Tech Support Scam","Danger! Your phone is hacked. Prevent identity theft by calling 1800-777-3344 immediately. Don't wait!"
"normal","Entertainment","Diwali special episode of Taarak Mehta is hilarious. Did you see it last night?"
"normal","Entertainment","Hey, there’s a stand-up comedy show in Delhi next week. Wanna join me?"
"normal","Entertainment","Dude, the latest episode of The Kapil Sharma Show had me ROFL. Watched it?"
"fraud","Subscription Scam","Don’t lose access! Your JioCinema subscription needs urgent payment: http://jiocinema-paynow.in"
"fraud","Investment Scams","Get rich quick! ₹5,000 turns into ₹25,000 in 5 days. Limited slots: http://indiarapidgain.com"
"normal","Education","Let’s revise Hindi chapters tonight. I’ll bring my textbook, you get yours."
"normal","Social","Hey, up for a quick pav bhaji run? Meeting at the beach stall in 30 mins?"
"normal","Social","Hey, let’s plan a trip to Lonavala this weekend. What say?"
"fraud","Lottery Scam","Warning! Your Rs. 20 lakh Mega India Lottery prize will be cancelled! Act now at http://megawin.indialotto.net!"
"normal","Travel","Just landed in Chennai. Traffic’s crazy, will reach in an hour."
"normal","Education","Reminder: Submit your History project by tomorrow. Don’t miss the deadline!"
"fraud","Subscription Scam","Attention! Your SonyLIV account is at risk. Verify payment to continue: http://sonyliv-verify.in"
"normal","Social","How was your Ganpati visarjan experience? Tell me everything!"
"fraud","Loan Scam","Immediate loan of Rs. 3 lakh waiting! Avoid rejection, apply now: http://fastmoney.desiloans.co.in. Call 9129876543 urgently!"
"fraud","Loan Scam","Don’t miss! Rs. 5 lakh loan approved with 0% interest. Secure at: http://loanfast.indiaquick.co or call 9876541234 now!"
"fraud","Financial Fraud","Great news! You’re eligible for a ₹2 lakh personal loan from PNB. Apply instantly: http://pnb-loanexpress.co.in before it expires!"
"normal","Sports","Hey, got tickets for the Ranji Trophy final in Mumbai. Wanna join?"
"fraud","Job Offer Scam","URGENT! Work-from-home job, ₹1,000/day. Don’t miss out! Click now: http://quickcashindia.net"
"normal","Work Update","Heads up, deadline for the budget plan is tomorrow. Let’s wrap it up!"
"fraud","Subscription Scam","Urgent! Your Netflix subscription expires today. Renew now to avoid losing access: http://netflix-renewal.in"
"fraud","Financial Fraud","PANIC NOW! Your Kotak Bank account is compromised. Call 1800-555-9999 or click http://kotak-safetycheck.org to save it!"
"fraud","Financial Fraud","Warning! Suspicious login attempt on your Axis Bank account. Secure it now: http://axis-loginprotect.com or risk theft!"
"fraud","Investment Scams","Final warning! Miss this Chennai crypto deal & lose big. Invest today: http://chennaicryptohub.com"
"normal","Recreation","Planning a quick getaway to Mahabaleshwar next month. Interested?"
"fraud","Identity Theft","Emergency! Verify your PAN card to avoid Rs.10,000 fine. Click http://pan-verifynow.in immediately!"
"fraud","Impersonation","Hi, it’s Priya from HR. Need urgent help with a payment of ₹5,000. Call me on 9876543210 ASAP."
"normal","Work Update","Hey, can you share the sales data ASAP? Client call in an hour."
"fraud","Lottery Scam","Lucky You! Rs. 4 lakh from Rajasthan Raffle is yours! Verify at http://claimraffle.rajasthanlotto.in or forfeit!"
"normal","Delivery Update","Heads up! Your package will be delivered today. Stay tuned, Bangalore folks!"
"fraud","Financial Fraud","ALERT! Unauthorized debit of ₹10,000 from your ICICI account. Verify immediately at http://icici-securecheck.in or lose funds!"
"fraud","Phishing","Alert! Suspicious activity detected on your ICICI account. Secure it now: http://icici-safetycheck.in"
"normal","Sports","Hockey match alert! India vs Germany tonight on DD Sports. Don’t miss it!"
"fraud","Service Fraud","Threat! Non-payment of Reliance Energy bill detected. Avoid penalty, pay now at http://reliance-energybill.in!"
"fraud","Phishing","Don’t lose access! Update your Aadhaar details urgently: http://aadhaar-updatenow.in"
"fraud","Identity Theft","Your Aadhaar is blocked due to suspicious activity. Reactivate at http://aadhaar-unlock.in before deadline!"
"fraud","Service Fraud","Warning! Your BSNL number will be deactivated in 24 hrs. Update KYC at http://bsnl-kycupdate.org immediately!"
"fraud","Emotional Manipulation","Didi, it’s your little brother. I’m stranded in Chennai after an accident. Need Rs. 4,000 urgently. Click http://chennai-aid.org. Please save me!"
"normal","Social","Dude, your Holi video on reels is hilarious! Let’s hang soon."
"normal","Sports","Did you hear? India won the Asia Cup! What a proud moment, man!"
"normal","Travel","Packed for the Rishikesh camping. Got snacks, you bring the tent?"
"fraud","Subscription Scam","Warning! Your Disney+ Hotstar account will be blocked. Pay now to restore: http://hotstar-securepay.in"
"normal","Social","Yo, let’s hit up that dosa joint near Andheri station. Hungry already!"
"fraud","Phishing","Hey! Claim your free Jio recharge now! Limited offer, click: http://jio-freepack.in"
"normal","Delivery Update","Good news! Your order from Amazon has been dispatched. Reaching Chennai tomorrow."
"normal","Work Update","Reminder: Office reopening discussion at 10 AM. Be there, guys!"
"normal","Service Inquiry","Can you share the menu for North Indian thali at your restaurant?"
"normal","Sports","Are you free for a friendly kabaddi match this Sunday at the local ground?"
"fraud","Subscription Scam","Your Amazon Prime Video payment is overdue. Avoid penalties, pay now: http://primevideo-settle.in"
"normal","Social","Just passed by your office in Bandra. Free for a coffee break?"
"fraud","Emotional Manipulation","Mom, it’s your son. I’m trapped in a scam in Bangalore. Need Rs. 8,000 to get out. Visit http://bengaluru-rescue.in. Please, I’m terrified!"
"fraud","Impersonation","This is ICICI Bank. Fraud detected on your account. Secure it now: http://icici-safetyportal.com"
"fraud","Identity Theft","Scam alert! Protect your Aadhaar from theft. Update details at http://secure-aadhaarindia.com or lose access!"
"normal","Family","Mom, please remind Dad about the doctor’s appointment at 3 PM."
"normal","Work Update","Quick reminder: Virtual training at 1 PM. Log in on time, dost!"
"normal","Family","Di, can you send me your famous biryani recipe? Craving it!"
"fraud","Identity Theft","Warning! Suspicious activity on your PAN card. Verify immediately at http://pan-secureindia.com or face penalty!"
"fraud","Phishing","Your Amazon order is on hold due to payment failure. Resolve now: http://amazon-indiafix.in"
"fraud","Fake Delivery Scam","Urgent! Your Flipkart parcel is undelivered. Reschedule now at http://flipkart-quickfix.in/urgent or it will be cancelled tomorrow!"
"normal","Service Inquiry","Hey, what are your charges for passport photo clicks in Kolkata?"
"fraud","Job Offer Scam","Don’t Ignore! High salary job in Chennai, ₹40,000/month. Click: http://chennaiworkpro.net"
"normal","Travel","Flight to Delhi got delayed by 2 hrs. Will text once I’m at the gate."
"fraud","Impersonation","Warning! Your Aadhaar is suspended. Reactivate before penalty: http://aadhaar-updateindia.net"
"normal","Work Update","Team, let’s catch up for chai and discuss the new targets tomorrow at 11."
"normal","Social","Bro, let’s watch the IPL match at my place tonight. Snacks on me!"
"fraud","Loan Scam","Congratulations! Rs. 6 lakh loan sanctioned for you. Claim now at: http://quickloan.indifinance.com or call 9765432109."
"normal","Work Update","Don’t forget the Diwali team celebration on Friday. Bring your vibes!"
"normal","Entertainment","Hi, got tickets for the Sunburn fest in Goa. Wanna join the party?"
"normal","Entertainment","Bro, Bigg Boss drama is at peak this week. Who’s your fav contestant?"
"normal","Delivery Update","Yo buddy, your parcel is en route! Reaching Jaipur by evening."
"fraud","Impersonation","Urgent from HDFC Bank: Suspicious activity detected. Secure account at http://hdfc-protect.in or lose access!"
"normal","Work Update","Reminder: Submit your weekly report by EOD today. Thanks!"
"normal","Entertainment","Hey, the new Badshah track is lit! Perfect for our next road trip. Thoughts?"
"fraud","Investment Scams","Urgent! Invest ₹10,000 & get ₹1 Lakh by next month. Limited slots for Mumbai investors! Call now: 9123456789"
"normal","Social","Just passed by your area, reminded me of you! Coffee soon?"
"normal","Sports","Let’s watch the Kabaddi Pro League tonight. You in?"
"normal","Social","Saw a meme about desi parents, made me laugh. Gotta share it with you!"
"fraud","Subscription Scam","Critical alert! Your Disney+ Hotstar payment is overdue. Fix it now: http://disneyhotstar-indiapay.com"
"normal","Delivery Update","Your delivery is on the move. Should hit Kochi by tomorrow evening."
"normal","Travel","Dude, let’s plan a quick getaway to Lonavala. Monsoon vibes are perfect now!"
"normal","Social","Hi, can we chat about the project over some cutting chai today?"
"normal","Education","Holi holidays start from Monday. Finish pending assignments before!"
"normal","Work Update","Quick update: Chennai client call rescheduled to 4 pm. Be on Zoom."
"fraud","Emotional Manipulation","Chacha, it’s Vikram. I’m arrested in Jaipur. Send Rs. 10,000 for bail via http://jaipur-legalhelp.net. They’ll keep me here otherwise!"
"fraud","Emotional Manipulation","Bhabhi, it’s Anil. My daughter is ill in Pune. Need Rs. 2,500 for medicines. Transfer via http://pune-carefund.com. She’s suffering!"
"fraud","Investment Scams","Emergency! Secure your Diwali bonus with our stock plan. 400% returns! Visit: http://bonusstock-india.com"
"normal","Work Update","Heads up, the Hyderabad project deadline is now Friday. Push hard!"
"normal","Entertainment","Let’s hit up the local mela this weekend. Rides and golgappas on me!"
"normal","Family","Hey Aunty, thanks for the amazing biryani yesterday. Still drooling!"
"normal","Work Update","Meeting shifted to 11 am tomorrow at the Bangalore office. See you there!"
"fraud","Loan Scam","Urgent! Rs. 3 lakh loan offer ends today. Don’t miss out! Click now: http://fastcash.rupayaid.in or call 9876543210 immediately!"
"normal","Sports","Are you free for a badminton match at the local club tomorrow?"
"fraud","Loan Scam","Financial crisis? Rs. 4 lakh loan approved for you. Act fast: http://easyrupee.loansecure.in or lose this chance forever!"
"normal","Social","Hey, let’s meet at Connaught Place for lunch. My treat!"
"normal","Sports","Did you see Rohit Sharma’s century? Absolute legend, yaar!"
"fraud","Service Fraud","WARNING! Your electricity bill is unpaid. Avoid power cut, settle now at http://indpower-billpay.org!"
"fraud","Identity Theft","Emergency! Aadhaar linking failed. Fix it at http://aadhaar-linkindia.net or bank account will be frozen!"
"normal","Service Inquiry","Hey, do you provide home delivery in Delhi? Need something urgent!"
"fraud","Financial Fraud","Alert! Your HDFC card payment of Rs. 12,000 is overdue. Avoid legal action, pay at http://hdfc-settlepay.org now!"
"normal","Recreation","Let’s go for a heritage walk in South Bombay this Sat. History and chai!"
"normal","Work Update","Hey, just a heads up, the project deadline is now next Thursday. Let’s wrap it up!"
"fraud","Loan Scam","Last chance! Rs. 2 lakh instant loan waiting. Click: http://quickfunds.dhanindia.co or regret missing this golden offer!"
"fraud","Identity Theft","Alert! Your Aadhaar data is compromised. Secure it now at http://aadhaar-safeguard.in or face legal action!"
"fraud","Tech Support Scam","ALERT! Virus detected on your phone. Protect your Aadhaar data now at http://techsafe-india.net or risk identity theft!"
"normal","Work Update","Don’t forget the training session at 1 pm today. Log in early!"
"fraud","Job Offer Scam","SHOCKING OFFER! ₹50,000/month job in Pune. No experience needed. Apply: http://punetopjobs.co.in"
"fraud","Emotional Manipulation","Tauji, it’s Neha. I’m in trouble in Ahmedabad. Need Rs. 5,000 urgently. Transfer to http://ahmedabad-rescue.in. Don’t ignore me!"
"fraud","Identity Theft","Threat detected! Your identity is vulnerable. Verify at http://safe-idindia.com or face legal notice!"
"fraud","Tech Support Scam","ATTENTION! Malware threat detected. Call 1-800-444-5566 now to save your Aadhaar-linked accounts!"
"fraud","Investment Scams","Your last warning! Join our SIP scheme or lose massive profits. Click now: http://sipsure-hyderabad.com"
"fraud","Identity Theft","Beware! PAN details leaked online. Secure now at http://pan-shieldindia.net or suffer huge losses!"
"normal","Entertainment","Dude, Comedy Circus is back with new episodes. Laughed so hard! Check it out."
"fraud","Emotional Manipulation","Uncle, it’s Rohan. I’m stuck in Delhi with no money. Need Rs. 4,000 urgently for travel. Send to http://delhi-helpnow.in. Don’t let me down!"
"normal","Entertainment","Yo, the trailer for Ranbir’s next movie is fire! Theater plan soon, kya bolta hai?"
"fraud","Job Offer Scam","HIGH ALERT! Immediate joining for ₹45,000/month in Bangalore. Call 9123456789 now: http://bnglrjobs.in"
"normal","Recreation","Hey, let’s hit the beach at Juhu this Sunday. Sand, sea, and some vada pav!"
"normal","Education","Reminder: Submit your History project by Friday. No extensions!"
"normal","Travel","Hi, can you check if our visas for Dubai are ready? Need to plan shopping!"
"fraud","Fake Delivery Scam","Flipkart Alert: Delivery failed due to address mismatch. Update within 24 hrs at http://flipkart-addressfix.in or order cancelled!"
"normal","Work Update","Project review meeting tomorrow at 10 am. Bring your updates, guys!"
"fraud","Loan Scam","Don’t ignore! Rs. 7 lakh loan sanctioned for you. Click: http://bigrupee.loanindia.co or face permanent cancellation!"
"normal","Social","Bro, are you joining the Holi celebration at the park tomorrow?"
"fraud","Lottery Scam","Lucky Winner! Rs. 12 lakhs is yours from Bharat Lotto. Verify at http://bharatprize.winsecure.co.in or lose it forever!"
"fraud","Service Fraud","DANGER! Your electricity connection faces termination. Pay immediately at http://ebill-mahapower.co!"
"fraud","Impersonation","Hey, it’s Anil Sir. I’m in a bind. Transfer ₹5,000 to this account for an emergency. Call me at 9123456789 after. Urgent!"
"normal","Education","Yo, wanna join me for a quick revision session at CCD after class?"
"normal","Service Inquiry","Can you confirm if you service AC units in Mumbai? Thanks!"
"fraud","Lottery Scam","Urgent Alert! Rs. 9 lakh prize from Delhi Lottery is waiting. Click http://delhiprize.lotteryverify.in or lose it!"
"normal","Entertainment","Hey, let’s catch the new Bollywood flick at PVR this Saturday. You free?"
"normal","Delivery Update","Your order is dispatched. It’ll be with you in Pune by tomorrow morning."
"normal","Social","Are you free for a quick call? Need advice on something urgent."
"fraud","Subscription Scam","Don’t lose your Zee5 Premium! Renew for just Rs.199 before it’s too late: http://zee5-renewsubscription.co"
"normal","Travel","Yo, just booked our tickets to Manali! Snow and hot maggi await. Pack warm clothes!"
"normal","Work Update","Reminder: Team lunch at 1 pm today near Andheri office. Join in!"
"fraud","Fake Delivery Scam","Amazon India: Missed delivery attempt! Pay ₹120 for rescheduling at http://amazon-reschedule.co.in or order is void!"
"fraud","Lottery Scam","Congrats! You've won Rs. 15 lakhs in the National Lottery Draw. Claim now at http://winlottery.india-prize.com before it’s gone!"
"fraud","Service Fraud","HELP! Your Reliance Jio plan is expiring. Recharge at http://reliancejiopay.net to avoid disruption!"
"fraud","Tech Support Scam","URGENT! Your device is hacked. Call 1800-555-1122 immediately to save your bank details and personal files!"
"normal","Travel","Hey, flight to Delhi is on time. See you at the airport in 3 hours!"
"fraud","Service Fraud","ALERT! Your BSNL number will be blocked today. Secure it at http://bsnl-verifylink.co or lose connection!"
"fraud","Job Offer Scam","DANGER! Miss this ₹42,000/month job in Hyderabad at your risk. Call 9876541234: http://hydjobnow.in"
"fraud","Impersonation","Hi, this is Mr. Sharma, your manager. Urgently buy ₹10,000 worth of Amazon gift cards for a client. Send codes now at 9876543210. Don’t delay!"
"fraud","Lottery Scam","Alert! You’ve won Rs. 8 lakhs in Diwali Lottery. Don’t miss out! Claim at http://diwaliprize.lotteryhub.in now!"
"fraud","Subscription Scam","Warning! Your Netflix subscription payment failed. Avoid suspension, click now: http://netflix-indiaverify.net"
"fraud","Identity Theft","Danger! Someone accessed your PAN. Confirm details at http://pan-checkindia.com or risk fraud charges!"
"fraud","Identity Theft","Critical! Aadhaar verification pending. Submit details at http://aadhaar-authindia.org or face penalty!"
"fraud","Fake Delivery Scam","Amazon Warning: Your order will be cancelled if not confirmed. Click http://amazon-india-confirm.co.in now to save it!"
"normal","Work Update","New task assigned for the Pune client. Check your email for details."
"fraud","Fake Delivery Scam","BlueDart Threat: Pay ₹180 pending charge or your package will be destroyed. Act now: http://bluedart-charge.in/pay"
"fraud","Loan Scam","Emergency funds! Rs. 4.5 lakh loan pre-approved. Don’t delay: http://urgentrupee.safeloan.in or risk losing it!"
"normal","Education","Hey buddy, let’s prep for the Maths test together this weekend."
"fraud","Job Offer Scam","Quick! Earn ₹30,000/month in Ahmedabad. Immediate joining. Click: http://ahmedabadwork.in"
"fraud","Impersonation","SBI Alert! Your account is locked. Verify identity immediately at http://sbi-safeaccess.in or risk suspension."
"fraud","Fake Delivery Scam","BlueDart Urgent: Unpaid fee of ₹200 blocking your shipment. Pay now at http://bluedart-fee.in or face return to sender!"
"fraud","Investment Scams","Double your money with our stock market plan! Diwali offer ends today. Click: http://profitguru-delhi.com"
"normal","Recreation","Hi, wanna join for a sunset walk at Bandstand? Perfect weather today."
"fraud","Emotional Manipulation","Nani, it’s Priya. I’m stranded in Chennai. Need Rs. 3,500 for a ticket home. Send to http://chennai-travelaid.in. I’m alone!"
"normal","Work Update","Team, we’re kicking off a new project in Delhi next Monday. Get ready!"
"normal","Recreation","Hi, how about a bike ride to Pawna Lake this weekend? Scenic and chill!"
"normal","Service Inquiry","Hello, what’s the price for a basic haircut at your salon?"
"normal","Family","Sis, saw a cute lehenga at Lajpat Nagar. Should I get it for Diwali?"
"fraud","Investment Scams","Earn ₹50,000 monthly with our crypto fund. Only for Pune residents! Act fast: http://cryptowin-pune.com"
"fraud","Subscription Scam","Your Netflix plan will auto-charge Rs.649 tomorrow. Cancel here to avoid: http://netflix-stopbill.in"
"fraud","Job Offer Scam","Hurry! Work-from-home job, ₹30,000/month. No fees, instant start. Apply: http://indiahomework.net"
"normal","Social","Hey, wanna grab some vada pav after work today? Been ages since we hung out!"
"fraud","Tech Support Scam","CRITICAL! Hackers accessing your phone. Verify security at http://indsecure-tech.co before it’s too late!"
"normal","Service Inquiry","Can I book a table for two at your restaurant for tomorrow?"
"normal","Delivery Update","Yo, your order is on its way! Should reach you in Delhi by tonight."
"fraud","Phishing","URGENT: Your SBI account is at risk! Verify identity now at http://sbi-safeverify.in or lose access. Act fast!"
"fraud","Financial Fraud","Congratulations! You’ve won Rs. 5 Lakh in ICICI Lucky Draw. Claim instantly at http://icici-winprize.com before expiry!"
"fraud","Emotional Manipulation","Bhai, it’s your sister from Lucknow. My child is dying. Need Rs. 6,000 for treatment. Visit http://lucknow-healthcare.org. Help us!"
"fraud","Loan Scam","Struggling? Rs. 6 lakh loan at 0% interest for Indians. Apply: http://relieffund.bharatcash.in or dial 9123456789 now!"
"fraud","Tech Support Scam","PANIC! Your device is under attack. Secure it at http://techguard-india.live or face complete data wipe!"
"fraud","Financial Fraud","Warning! Your PNB account shows suspicious activity. Secure it at http://pnb-securelogin.co before it’s blocked!"
"fraud","Financial Fraud","Don’t miss out! Rs. 1 Lakh reward from Kotak Bank. Verify identity at http://kotak-rewardzone.in to claim now!"
"fraud","Service Fraud","URGENT! Your Airtel broadband is at risk of disconnection. Pay now at http://airtel-quickpay.in to avoid service loss!"
"normal","Delivery Update","Hi, your package is out for delivery. It’ll reach you in Surat soon!"
"normal","Travel","Just landed in Mumbai. The vada pav here is calling me. Meet soon?"
"normal","Family","Dad, can you send me the recipe for your famous rajma? Craving it!"
"fraud","Fake Delivery Scam","India Post Alert: Your shipment is at risk of return. Update address at http://indiapost-deliveryfix.co.in before it’s too late!"
"fraud","Investment Scams","Shocking! ₹1,000 investment = ₹10,000 in 3 days. Don’t miss out! Call urgently: 9876541234"
"normal","Delivery Update","Hi there, your parcel has been shipped. Expect it by tomorrow in Chennai."
"fraud","Lottery Scam","Great News! You’ve won Rs. 7 lakhs in Mumbai Lotto. Call 9876543210 or click http://mumbailotto.prizeclaim.in now!"
"fraud","Phishing","Fraud Alert! Your Kotak account shows unusual transactions. Secure it at http://kotak-verifysecure.com. Act NOW!"
"normal","Family","Mom, I’ve booked tickets for the family to watch the new Bollywood movie. Excited?"
"normal","Entertainment","Hey, just finished the latest season of Sacred Games. Mind-blowing! Seen it yet?"
"fraud","Fake Delivery Scam","DHL India: Delivery delayed due to customs issue. Pay ₹150 clearance fee at http://dhl-india-customs.in/pay to avoid penalty!"
"fraud","Service Fraud","THREAT! Your electricity service will be cut in 2 hours. Pay at http://powerbill-urgentpay.in to stop it!"
"fraud","Impersonation","Income Tax Dept: Your refund is pending. Claim now or face legal action: http://taxrefund-india.gov.in Hurry!"
"fraud","Financial Fraud","Urgent! Your SBI account is at risk of suspension. Verify details now at http://sbi-safeaccess.in or lose access!"
"normal","Travel","Hey, got a discount on a Shimla tour package. Should we go for it?"
"fraud","Emotional Manipulation","Didi, it’s your brother from Kolkata. My wife is critical. Need Rs. 5,000 for surgery. Click http://kolkata-medisave.org. Save her life!"
"normal","Education","Results for internals are up on the uni portal. Log in to check."
"normal","Recreation","Let’s watch the India-Pakistan match at my place tonight. Snacks on me!"
"fraud","Lottery Scam","Urgent! Your Rs. 5 lakh lottery prize is expiring in 24 hrs. Click http://secureclaim.lottoindia.net to avoid losing it!"
"normal","Delivery Update","Hey, your order is shipped. Look out for it in Lucknow tomorrow afternoon."
"fraud","Job Offer Scam","WARNING! Last chance for ₹35,000/month job in Delhi. Don’t miss out! Click: http://delhijobfast.co"
"normal","Recreation","Yo, let’s try paragliding in Kamshet next month. Adventure awaits!"
"fraud","Subscription Scam","Your Amazon Prime membership is suspended. Reactivate urgently: http://prime-indiareactivate.com"
"fraud","Fake Delivery Scam","Amazon India: Your parcel is on hold! Pay ₹99 for urgent release. Click now: http://amazon-india-hold.co.in/pay or lose it!"
"fraud","Job Offer Scam","URGENT! Dream job in Mumbai, ₹50,000/month. Slots closing in 2 hrs. Apply now: http://mumbaiworkhub.in"
"fraud","Impersonation","Hi, this is Priya from HR. Send ₹2,000 via UPI for team gift ASAP. Confirm at http://upi-teamfund.in. Don’t tell others."
